,Team,Type,Subtype,Period,Start Frame,End Frame,Start Time [s],End Time [s],From,To,Start X,Start Y,End X,End Y
0,Home,PASS,,1.0,52,82.0,2.6,4.1000000000000005,5.0,9.0,12.060448066668092,-25.425007523843746,22.659950002615233,-25.01673588433812
1,Home,PASS,,1.0,82,102.0,4.1000000000000005,5.1000000000000005,9.0,11.0,22.659950002615233,-25.01673588433812,29.742566896889464,-14.964129335894127
2,Home,PASS,,1.0,118,152.0,5.9,7.6000000000000005,11.0,10.0,32.4193962714963,-14.03801232921897,44.00928948512774,-6.742844529800454
3,Home,SET PIECE,,,0,0.0,,,,,,,,
