Frame,Home_19_x,Home_19_y,Home_698_x,Home_698_y,Home_911_x,Home_911_y,Home_1025_x,Home_1025_y,Home_10051_x,Home_10051_y,Home_10052_x,Home_10052_y,Home_10053_x,Home_10053_y,Home_11235_x,Home_11235_y,Home_11236_x,Home_11236_y,Home_11237_x,Home_11237_y,ball_x,ball_y,Period,Time [s]
0,21.25861690897447,-21.80548423743725,6.706122448979595,-11.142857142857153,9.507723054748364,-24.005744235293886,4.530219312262526,-29.68162980952975,2.8600156853091825,-32.57413974586421,-2.171118763273837,-30.516191480499035,1.8867257715401269,-24.53001980081014,-8.004081632653072,-29.428571428571427,-10.472467247183076,-1.340667342974662,-11.805099193175607,-15.436835193180295,3.902845456074145,-32.5658088387471,1,0.0
1,21.229918561327878,-21.821091833614663,6.5096816470656425,-11.178028260082185,9.416604204573561,-24.0427342655069,4.658473697180904,-29.963942377249932,2.9464484081445903,-32.53079949615836,-2.200057222294328,-30.534295978198053,1.8593343568291603,-24.572206532422083,-8.158245549922444,-29.459987864693588,-10.496522406032259,-1.3449997472270854,-11.831887892803126,-15.44874930487448,4.228074502750243,-32.396582069756064,1,0.05
2,21.204285432282873,-21.83631509630005,6.332002399423509,-11.210106627495513,9.33558325363882,-24.07403939665804,4.788862404916816,-30.223124706353072,3.0323773211313463,-32.48859613708298,-2.2254457741545206,-30.55017958065279,1.835301916526812,-24.60936639390684,-8.304157467698236,-29.488309841636667,-10.517650110245551,-1.348804908363262,-11.855416472495147,-15.459213497998977,4.525369766276207,-32.24189011527958,1,0.1
3,21.18168582686076,-21.851048824634233,6.172668158934377,-11.23905816658057,9.264524664745583,-24.09986600520131,4.921296335410555,-30.459707738947785,3.117809839415246,-32.44751632037099,-2.247360196728672,-30.563889696066614,1.8145568341186795,-24.64159570712548,-8.441988645711135,-29.513601580956436,-10.535911115412265,-1.35209376864202,-11.87575259188537,-15.468257863765494,4.79473124665212,-32.101732975317674,1,0.15000000000000002
4,21.162088050082595,-21.865187817757956,6.031262378479385,-11.264848798820813,9.203292900695246,-24.12042046759062,5.055686388602636,-30.67422241714257,3.2027533781421083,-32.40754669775512,-2.2658762678909143,-30.575473732642802,1.7970274930904517,-24.6689907939392,-8.57191034369173,-29.535927304208673,-10.551366177121764,-1.3548772703221101,-11.892963910607282,-15.475912493385769,5.036158943877919,-31.976110649870314,1,0.2
5,21.145460406969626,-21.878626874812095,5.90736851093968,-11.287444445699672,9.151752424289185,-24.135909160280004,5.191943464433343,-30.867199683045996,3.2872153524577303,-32.368673920968305,-2.281069765515528,-30.584979098584697,1.7826422769277182,-24.69164797620905,-8.694093821370785,-29.555351232949093,-10.564076050963376,-1.3571663556623461,-11.90711808829457,-15.482207478071466,5.249652857953638,-31.86502313893756,1,0.25
6,21.13177120254296,-21.891260794937455,5.800570009196397,-11.306811028700569,9.10976769832877,-24.1465384597234,5.329978462843144,-31.03917047876664,3.3712031775079994,-32.330884641743324,-2.293016467476644,-30.592453202095623,1.771329569116145,-24.709663575796213,-8.808710338478939,-29.57193758873348,-10.574101492526456,-1.3589719669215798,-11.918282784580711,-15.487172909034316,5.435212988879266,-31.768470442519348,1,0.30000000000000004
7,21.120988741823833,-21.902984377274798,5.710450326130706,-11.322914469306996,9.077203185615485,-24.152514742374787,5.46970228377238,-31.190665746413032,3.454724268438674,-32.29416551181305,-2.3017921516485282,-30.597943451378924,1.7630177531413898,-24.723133914561796,-8.915931154746847,-29.585750593117567,-10.581503257400342,-1.3603050463585529,-11.926525659099365,-15.490838877486034,5.59283933665479,-31.686452560615717,1,0.35000000000000003
8,21.1130813298334,-21.913692420964978,5.636592914623746,-11.335720689002358,9.053923348950686,-24.154044384688117,5.611025827161486,-31.32221642809374,3.5377860403955954,-32.25850318291033,-2.3074725959053497,-30.60149725463791,1.7576352124890662,-24.73215531436691,-9.015927529905188,-29.59685446765714,-10.586342101174406,-1.3611765362321124,-11.931914371484126,-15.493235474638253,5.722531901280217,-31.618969493226658,1,0.4
9,21.10801727159285,-21.92327972514876,5.5785812275566595,-11.345195609270096,9.039792651135734,-24.151333763117364,5.753859992950824,-31.434353465917283,3.6203959085245914,-32.223884306767964,-2.310133578121306,-30.603162020075906,1.755110330644847,-24.736824097072684,-9.108870723684646,-29.60531343390795,-10.588678779437938,-1.3615973788010143,-11.934516581368538,-15.49439279170276,5.824290682755569,-31.566021240352143,1,0.45
