Frame,Away_1450_x,Away_1450_y,Away_1451_x,Away_1451_y,Away_1452_x,Away_1452_y,Away_1453_x,Away_1453_y,Away_1454_x,Away_1454_y,Away_2916_x,Away_2916_y,Away_4168_x,Away_4168_y,Away_4169_x,Away_4169_y,Away_4170_x,Away_4170_y,Away_4270_x,Away_4270_y,Away_6328_x,Away_6328_y,Away_8161_x,Away_8161_y,ball_x,ball_y,Period,Time [s]
10,-31.5217921215912,9.269199780621877,-31.78018283143099,-0.6116377580033389,-31.64120888430816,-7.3352620052708986,-31.735246421995548,-16.852110167168906,-27.831461182097268,15.562786660899597,-31.49549589818714,-26.78002186506105,-22.64704424452734,-0.2861202069739772,-22.74068256062295,-14.17466324185449,-23.85154458251819,-24.13866020777988,-4.398639455782321,0.4285714285714295,-48.28762066571778,-1.8832813438987754,51.70204081632656,-34.142857142857174,-21.60481648333697,-27.685528936478836,1,0.5
11,-31.5897715424241,9.187369052861582,-31.87998267045365,-0.6770899446689091,-31.769489896828507,-7.424291066414913,-31.85601749227005,-16.96271665371597,-27.943843888425302,15.437832988864166,-31.499805477323463,-26.7738321545343,-22.74345969612122,-0.47636442712606536,-22.82092867241836,-14.379618382176405,-23.869271087999163,-24.38149740582019,-4.398639455782307,0.4285714285714295,-48.279811715275706,-1.8968285479030944,51.702040816326495,-34.142857142857174,-21.688140931134374,-27.679260011117034,1,0.55
12,-31.658500281400705,9.104522587055428,-31.979854450803856,-0.7424046537264567,-31.89591424376043,-7.51273625018375,-31.971867639584865,-17.068121569276443,-28.057221561554005,15.310651295425428,-31.505873480053882,-26.76511687650162,-22.835178746484246,-0.6670576813812094,-22.896655703591257,-14.577603145135603,-23.883347882519846,-24.605855750381707,-4.398639455782307,0.4285714285714198,-48.2721453010868,-1.910128475693505,51.702040816326495,-34.142857142857174,-21.762744472755486,-27.660907437797036,1,0.6000000000000001
13,-31.727906936587836,9.020740283761915,-32.079638660622564,-0.807467449482171,-32.02017321373868,-7.600420788859198,-32.082337451392604,-17.167867209196245,-28.17146319283313,15.18132757563478,-31.51378638622728,-26.75375182272505,-22.92179378761054,-0.8579124891963906,-22.967491941814263,-14.767911323850514,-23.89355182023461,-24.810354881503596,-4.398639455782291,0.4285714285714198,-48.26464178547296,-1.923145802096589,51.70204081632656,-34.14285714285716,-21.828026856320534,-27.629838729393988,1,0.65
14,-31.797920106052345,8.936102043539623,-32.179175788050756,-0.8721638962422121,-32.14195809539807,-7.687167914723002,-32.18696751514587,-17.261495868821363,-28.286437773612413,15.04994782454371,-31.52363067569256,-26.73961278496654,-23.00289721149423,-1.0486413700284845,-23.03306567476002,-14.9498367114396,-23.8996597552978,-24.993614439224896,-4.398639455782337,0.4285714285714295,-48.257321530756066,-1.9358452019389762,51.702040816326495,-34.14285714285716,-21.8833878299498,-27.585421398783012,1,0.7000000000000001
15,-31.868468387861068,8.850687766947054,-32.27830632122935,-0.9363795583127503,-32.26096017737334,-7.772800860056978,-32.28529841829724,-17.348549843497775,-28.402014295241585,14.916598037203599,-31.53549282829858,-26.72257555498819,-23.078081410129418,-1.2389568433345306,-23.09300519010111,-15.122673101021386,-23.90144854186379,-25.154254063584837,-4.398639455782307,0.4285714285714295,-48.250204899258,-1.9481913500471955,51.70204081632645,-34.14285714285716,-21.928227141763514,-27.527022958839318,1,0.75
16,-31.939480380080834,8.764577354542789,-32.37687074829932,-0.9999999999999941,-32.37687074829932,-7.857142857142856,-32.37687074829932,-17.42857142857143,-28.51806174907042,14.781364208665927,-31.549459323894247,-26.70251592455194,-23.1469387755102,-1.4285714285714333,-23.1469387755102,-15.285714285714278,-23.898695034086877,-25.290893394622433,-4.398639455782307,0.4285714285714295,-48.24331225330065,-1.9601489212478722,51.70204081632645,-34.14285714285716,-21.96194453988192,-27.454010922438087,1,0.8
17,-32.01088706069426,8.677851256033396,-32.474725527739906,-1.0629095296314628,-32.48943082366016,-7.940025970861324,-32.46133646218244,-17.501196859791456,-28.634460378567393,14.644353493392906,-31.565587043980898,-26.679355575489154,-23.209179601218562,-1.617213343745469,-23.194594995723087,-15.43839778499798,-23.891259779001892,-25.40252348341185,-4.398639455782291,0.4285714285714198,-48.2366639552059,-1.9716825903675685,51.702040816326495,-34.142857142857174,-21.984140765177308,-27.36594203062109,1,0.8500000000000001
18,-32.08262892734715,8.590592117717735,-32.5717909993835,-1.1249874316200605,-32.598580326337576,-8.021317596488547,-32.53879299528794,-17.566438134519437,-28.75113543567609,14.50575768349008,-31.583814476669634,-26.65319974990847,-23.26498578718785,-1.8046736010600912,-23.236103523728293,-15.580736023796609,-23.879338095165334,-25.48962102516705,-4.398639455782307,0.4285714285714246,-48.23028036729561,-1.9827570322329005,51.70204081632656,-34.142857142857174,-21.995220529530176,-27.263129937096835,1,0.9
19,-32.15464885760104,8.502883135042648,-32.668003473400766,-1.186111734400064,-32.70430890606264,-8.100893961899645,-32.60944915253486,-17.62440119052008,-28.868023424458837,14.365789730473717,-31.604050511723994,-26.624199579987987,-23.31465713493922,-1.990758911268145,-23.271694309577587,-15.712885153395552,-23.863208994014116,-25.553034126137177,-4.398639455782307,0.4285714285714198,-48.22418185189169,-1.9933369216704202,51.70204081632645,-34.14285714285714,-21.99578953757297,-27.146077523740587,1,0.9500000000000001
20,-32.2268897290175,8.41480750345506,-32.763299259962416,-1.2461604664057804,-32.80660621256645,-8.178631294969646,-32.67351373884227,-17.675191965558163,-28.985060848977948,14.224662585860115,-31.626204038907524,-26.59250619790568,-23.358493445993922,-2.175275985122417,-23.3015973033227,-15.835001325080109,-23.843151486985196,-25.59361089257122,-4.398639455782291,0.4285714285714246,-48.218388771316015,-2.003386933506739,51.702040816326495,-34.14285714285716,-21.986453493938242,-27.01528767242752,1,1.0
21,-32.29929441915812,8.326448418401867,-32.8576146692391,-1.3050116560714629,-32.905461895580046,-8.254405823573661,-32.73119555912922,-17.718916397398388,-29.102184213295757,14.082589201165652,-31.650183947983784,-26.558270735839596,-23.396794521873097,-2.3580315333756805,-23.32604245501539,-15.947240690135635,-23.819444585515477,-25.612199430718185,-4.398639455782307,0.4285714285714246,-48.21292148789047,-2.012871742568409,51.70204081632656,-34.142857142857174,-21.967818103258463,-26.87126326503283,1,1.05
22,-32.37180580558443,8.237889075329903,-32.95088601140152,-1.3625433318314077,-33.00086560483456,-8.328093775586787,-32.78270341831478,-17.755680423805494,-29.219330021474605,13.93978252790656,-31.675899128716303,-26.521644325967742,-23.42986016409796,-2.538832266780746,-23.34525971470735,-16.04975939984745,-23.79236730104192,-25.60964784682711,-4.398639455782307,0.4285714285714198,-48.20780036393692,-2.0217560236820704,51.70204081632645,-34.14285714285716,-21.94048907016614,-26.71450718343175,1,1.1
23,-32.44436676585802,8.149212669686118,-33.04304959662032,-1.418633522119854,-33.09280699006106,-8.399571378884062,-32.82824612131802,-17.785589982544195,-29.336434777576784,13.796455517599185,-31.703258470868633,-26.48277810046818,-23.457990174189707,-2.7174848960904257,-23.35947903245035,-16.142713605500877,-23.76219864500146,-25.58680424714708,-4.398639455782307,0.4285714285714198,-48.203045761777275,-2.0300044516742615,51.702040816326495,-34.142857142857174,-21.90507209929381,-26.54552230949943,1,1.1500000000000001
24,-32.516920177540456,8.060502396917364,-33.13404173506621,-1.4731602553711134,-33.181275700990604,-8.468714861340585,-32.868032473057994,-17.808751011379215,-29.453434985664654,13.652821121759834,-31.732170864204313,-26.44182319151887,-23.4814843536695,-2.8937961320575103,-23.36893035829612,-16.226259458381268,-23.729217628831023,-25.544516737927047,-4.398639455782307,0.4285714285714295,-48.198678043733395,-2.037581701371579,51.702040816326495,-34.14285714285716,-21.86217289527395,-26.36481152511111,1,1.2000000000000002
25,-32.58940891819327,7.9718414524705326,-33.22379873690985,-1.526001560019453,-33.26626138735429,-8.535400450831446,-32.90227127845376,-17.82526944807532,-29.57026714980054,13.5090922919048,-31.762545198486897,-26.398930731297902,-23.500642504058582,-3.0675726854348024,-23.373843642296386,-16.30055310977398,-23.693703263967535,-25.483633425416095,-4.398639455782307,0.4285714285714246,-48.194717572127175,-2.0444524476006323,51.702040816326495,-34.14285714285716,-21.81239716273903,-26.172877712142,1,1.25
26,-32.66177586537805,7.883313031792514,-33.312256912321935,-1.5770354644991602,-33.347753698883224,-8.599504375231705,-32.93117134242438,-17.835251230397223,-29.686867774046735,13.36548197955041,-31.794290363479938,-26.354251851983253,-23.5157644268781,-3.238621266975083,-23.37444883450292,-16.36575071096427,-23.65593456184792,-25.405002415863276,-4.398639455782307,0.4285714285714246,-48.19118470928049,-2.0505813651879703,51.702040816326495,-34.142857142857174,-21.756350606321604,-25.970223752467284,1,1.3
27,-32.73396389665636,7.7950003303302005,-33.39935257147313,-1.6261399972445076,-33.42574228530846,-8.660902862416478,-32.95494146988891,-17.838802296109666,-29.8031733624656,13.222203136212968,-31.827315248946956,-26.307937685753004,-23.527149923649255,-3.40674858743116,-23.370975884967418,-16.422008413237545,-23.616190533909148,-25.309471815517586,-4.398639455782307,0.4285714285714198,-48.188099817515244,-2.055933128960223,51.702040816326495,-34.14285714285716,-21.694638930654147,-25.75735252796218,1,1.35
28,-32.80591588958979,7.706986543530454,-33.485022024534125,-1.6731931866897438,-33.50021679636109,-8.719472140260772,-32.973790465766434,-17.836028582977313,-29.919120419119473,13.079468713408774,-31.861528744651523,-26.260139364785104,-23.535098795893248,-3.5717613575558436,-23.36365474374164,-16.469482367879092,-23.574750191588134,-25.197889730628045,-4.398639455782307,0.4285714285714246,-48.18548325915329,-2.0604724137439234,51.702040816326495,-34.14285714285716,-21.627867840369177,-25.53476692050186,1,1.4000000000000001
29,-32.877574721739855,7.6193548668402045,-33.5692015816756,-1.7180730612691848,-33.571166881772186,-8.775088436639754,-32.98792713497599,-17.827036028764972,-30.034645448070634,12.937491662654145,-31.89683974035717,-26.211008021257626,-23.539910845131274,-3.7334662881019116,-23.35271536087733,-16.50832872617429,-23.531892546321814,-25.07110426744373,-4.398639455782307,0.4285714285714246,-48.183355396516525,-2.0641638943657075,51.702040816326495,-34.142857142857174,-21.556643040099196,-25.30296981196157,1,1.4500000000000002
30,-32.948883270668134,7.532188495706297,-33.6518275530682,-1.7606576494170836,-33.638582191272846,-8.827627979428442,-32.99756028243664,-17.811930571237372,-30.149684953381453,12.796484935465383,-31.933157125827446,-26.160694787348614,-23.541885872884514,-3.8916700898221754,-23.33838768642621,-16.538703639408435,-23.487896609547086,-24.929963532213645,-4.398639455782307,0.4285714285714198,-48.18173659192685,-2.066972245652127,51.70204081632656,-34.142857142857174,-21.481570234476674,-25.062464084216483,1,1.5
31,-33.019784413936236,7.445570625575655,-33.73283624888267,-1.8008249795677276,-33.702452374594145,-8.876966996501938,-33.00289871306745,-17.79081814815915,-30.264175439114236,12.656661483358812,-31.970389790825887,-26.10935079523604,-23.54132368067416,-4.046179473469421,-23.32090167044003,-16.56076325886687,-23.443041392700966,-24.775315631186814,-4.398639455782307,0.4285714285714246,-48.18064720770611,-2.068862142429778,51.702040816326495,-34.14285714285716,-21.40325512813417,-24.8137526191418,1,1.55
32,-33.09022102910567,7.359584451895159,-33.81216397928963,-1.8384530801554086,-33.76276708146716,-8.922981715735329,-33.00415123178749,-17.763804697295136,-30.37805340933131,12.518234257850725,-32.00844662511607,-26.057127177097968,-23.538524070021417,-4.196801149796461,-23.30048726297051,-16.574663735834953,-23.397605907220306,-24.608008670612318,-4.398639455782307,0.4285714285714246,-48.180107606176215,-2.069798259525253,51.702040816326495,-34.142857142857174,-21.322303425704145,-24.557338298612738,1,1.6
33,-33.160135993738024,7.274313170111662,-33.88974705445978,-1.8734199796143705,-33.81951596162299,-8.965548365003663,-33.001526643515795,-17.730996156410026,-30.491255368095,12.381416210457441,-32.0472365184615,-26.004175065112406,-23.533786842447462,-4.343341829556106,-23.27737441406941,-16.580561221597982,-23.35186916454208,-24.428890756739122,-4.398639455782307,0.4285714285714246,-48.180138149659044,-2.069745271765133,51.702040816326495,-34.142857142857174,-21.2393208318191,-24.293724004504508,1,1.6500000000000001
34,-33.22947218539487,7.189839975672109,-33.9655217845638,-1.9056037063789193,-33.872688664792705,-9.004543172182075,-32.995233753171476,-17.69249846326854,-30.60371781946765,12.246420292695255,-32.08666836062575,-25.950645591457377,-23.527411799473498,-4.485608223501109,-23.25179307378845,-16.57861186744129,-23.306110176103214,-24.238809995816332,-4.398639455782307,0.4285714285714246,-48.180759200476466,-2.06866785397599,51.70204081632645,-34.14285714285714,-21.154913051111564,-24.02341261869229,1,1.7000000000000002
35,-33.298172481637764,7.10624806402332,-34.03942447977237,-1.9348822888833135,-33.922274840707395,-9.039842365145578,-32.98548136567355,-17.648417555635408,-30.715377267511585,12.113459456080486,-32.12665104137237,-25.89668988831091,-23.5196987426207,-4.623407042384297,-23.223973192179383,-16.56897182465021,-23.260607953340646,-24.038614494092894,-4.398639455782307,0.4285714285714246,-48.181991120950386,-2.0665306809844592,51.702040816326495,-34.14285714285716,-21.069685788214045,-23.74690702305128,1,1.75
36,-33.36617976002826,7.023620630612231,-34.111391450256164,-1.9611337555618302,-33.96826413909813,-9.071322171769284,-32.9724782859411,-17.59885937127538,-30.826170216289107,11.98274665212945,-32.16709345046487,-25.84245908785099,-23.510947473410283,-4.756544996958474,-23.194144719293938,-16.55179724451012,-23.21564150769133,-23.829152357817907,-4.398639455782337,0.4285714285714295,-48.183854273402666,-2.063298427617045,51.70204081632656,-34.142857142857174,-20.984244747759014,-23.46471009945668,1,1.8
37,-33.43343689812794,6.942040870885713,-34.181359006185865,-1.9842361348487667,-34.010646209696,-9.09885881992831,-32.95643331889316,-17.543929847953162,-30.93603316986257,11.854494832358434,-32.20790447766683,-25.788104322255755,-23.50145779336343,-4.88482879797642,-23.16253760518385,-16.527244278306313,-23.171489850592128,-23.611271693240408,-4.398639455782321,0.4285714285714295,-48.186369020155205,-2.0589357687004113,51.70204081632656,-34.142857142857174,-20.899195634378984,-23.177324729783766,1,1.85
38,-33.49988677349835,6.861591980290657,-34.249263457732134,-2.0040674551783755,-34.049410702232095,-9.122328537497667,-32.93755526944882,-17.483734923433524,-31.044902632294278,11.728916948283764,-32.24899301274179,-25.73377672370312,-23.49152950400131,-5.008065156190973,-23.129381799900855,-16.49546907732416,-23.128431993480035,-23.3858206066094,-4.398639455782307,0.4285714285714295,-48.18955572352987,-2.053407379061106,51.70204081632645,-34.14285714285716,-20.81514415270645,-22.88525379590766,1,1.9000000000000001
39,-33.565472263701075,6.782357154273942,-34.31504111506569,-2.0205057449849493,-34.084547266437475,-9.141607552352491,-32.91605294252713,-17.418380535481152,-31.15271510764658,11.606225951421742,-32.290267945453266,-25.679627424371176,-23.481462406845136,-5.126060782354873,-23.09490725349671,-16.45662779284894,-23.086746947791976,-23.153647204173947,-4.398639455782291,0.4285714285714198,-48.193434745848556,-2.0466779335257157,51.70204081632645,-34.14285714285714,-20.732696007373924,-22.58900017970358,1,1.9500000000000002
40,-33.63013624629768,6.704419588282474,-34.37862828835717,-2.03342903270276,-34.11604555204325,-9.156572092367812,-32.89213514304716,-17.34797262186075,-31.259407099981797,11.486634793288687,-32.33163816556485,-25.625807556437877,-23.471556303416126,-5.238622387220952,-23.059343916023135,-16.410876576166004,-23.046713724964892,-22.915599592182993,-4.398639455782307,0.4285714285714295,-48.198026449433144,-2.038712106920842,51.702040816326495,-34.14285714285716,-20.652456903013938,-22.28906676304673,1,2.0
41,-33.69382159884972,6.627862477763132,-34.43996128777729,-2.0427153467660757,-34.14389520878049,-9.167098385418745,-32.86601067592795,-17.272617120337145,-31.36491511336224,11.370356425400892,-32.37301256284005,-25.572468252081308,-23.462110995235424,-5.345556681542012,-23.022921737531867,-16.358371578560707,-23.0086113364357,-22.6725258768857,-4.398639455782307,0.4285714285714246,-48.20335119660552,-2.0294745740730606,51.70204081632645,-34.14285714285714,-20.575032544258946,-21.98595642781233,1,2.0500000000000003
42,-33.75647119891875,6.552769018162795,-34.498976423496686,-2.048242715609184,-34.16808588638028,-9.173062659380356,-32.83788834608859,-17.19241996867497,-31.469175651850264,11.257603799274683,-32.41430002704243,-25.519760643479472,-23.45342628382425,-5.446670376070831,-22.985870668074664,-16.299268951318364,-22.972718793641334,-22.425274164530997,-4.398639455782307,0.4285714285714246,-48.209429349687554,-2.0189300098089444,51.702040816326495,-34.14285714285716,-20.501028635741488,-21.68017205587555,1,2.1
43,-33.81802792406636,6.4792224049283265,-34.55561000568607,-2.049889167666376,-34.1886072345737,-9.17434114212773,-32.807976958448116,-17.10748710463902,-31.572125219508177,11.148589866426356,-32.455409447935544,-25.467835862810404,-23.445801970703762,-5.541770181560221,-22.948420657703238,-16.233724845724332,-22.93931510801874,-22.174692561367976,-4.398639455782307,0.4285714285714295,-48.21628127100114,-2.007043088955104,51.702040816326495,-34.142857142857174,-20.431050882094038,-21.372216529111647,1,2.15
44,-33.87843465185409,6.407305833506673,-34.60979834451612,-2.0475327313719007,-34.20544890309181,-9.170810061535944,-32.77648531792561,-17.01792446599397,-31.673700320398293,11.043527578372219,-32.49624971528291,-25.416845042252124,-23.439537857395216,-5.630662808762975,-22.910801656469346,-16.16189541306391,-22.908679291004844,-21.92162917364566,-4.398639455782307,0.4285714285714295,-48.22392732286816,-1.9937784863380974,51.702040816326495,-34.142857142857174,-20.365704987949115,-21.062592729395757,1,2.2
45,-33.93763425984353,6.3371024993446845,-34.661477750157495,-2.0410514351600595,-34.21860054166576,-9.162345645480094,-32.74362222944011,-16.9238379905046,-31.773837458582964,10.942629886628579,-32.536729718848086,-25.36693931398262,-23.43493374541973,-5.7131549684319,-22.873243614424705,-16.08393680462245,-22.881090354036576,-21.666932107613054,-4.398639455782307,0.4285714285714295,-48.23238786761049,-1.9791008767845348,51.70204081632645,-34.142857142857174,-20.30559665793922,-20.751803538603152,1,2.25
46,-33.99556962559621,6.268695597889259,-34.71058453278089,-2.0303233074650864,-34.228051800026556,-9.148824121835212,-32.7095964979107,-16.825333615935595,-31.872473138124516,10.84610974271176,-32.576758348394634,-25.318269810179977,-23.432289436298557,-5.789053371319763,-22.835976481621067,-16.000005171685274,-22.85682730855089,-21.41144946951919,-4.398639455782321,0.4285714285714295,-48.24168326755002,-1.962974935121003,51.702040816326495,-34.14285714285716,-20.251331596696854,-20.44035183860898,1,2.3000000000000003
47,-34.05218362667373,6.202168324587259,-34.757055002556974,-2.015226376721331,-34.233792327905334,-9.130121718476445,-32.67461692825643,-16.722517280051722,-31.96954386308526,10.754180098138056,-32.61624449368608,-25.270987663022197,-23.431904731552848,-5.858164728179435,-22.79923020811018,-15.910256665537768,-22.836169165984693,-21.156029365613175,-4.398639455782307,0.4285714285714246,-48.25183388500863,-1.9453653361740597,51.702040816326495,-34.14285714285716,-20.203515508854522,-20.128740511288488,1,2.35
48,-34.10741914063764,6.137603874885634,-34.80082546965644,-1.995638671363018,-34.235811775033135,-9.106114663278802,-32.638892325396355,-16.615494920617703,-32.06498613752754,10.667053904423785,-32.65509704448596,-25.22524400468731,-23.434079432703815,-5.920295749763623,-22.763234743943762,-15.814847437465174,-22.81939493777493,-20.901519902143963,-4.398639455782307,0.4285714285714295,-48.26286008230821,-1.92623675477033,51.70204081632656,-34.14285714285716,-20.16275409904473,-19.817472438516834,1,2.4000000000000004
49,-34.1612190450495,6.075085444231186,-34.84183224424995,-1.9714382198244345,-34.23409979114107,-9.07667918411742,-32.60263149424955,-16.50437247539825,-32.15873646551367,10.584944113085252,-32.693224890557865,-25.1811899673533,-23.439113341272645,-5.975253146825189,-22.728220039173564,-15.713933638752911,-22.806783635358517,-20.648769185360617,-4.398639455782307,0.4285714285714295,-48.27478222177063,-1.905553865736381,51.70204081632656,-34.142857142857174,-20.129653071899956,-19.50705050216923,1,2.45
50,-34.21352621747087,6.014696228070873,-34.88001163650819,-1.9425030505398435,-34.22864602596021,-9.041691508867347,-32.56604323973508,-16.38925588215809,-32.25073135110597,10.508063675638759,-32.730536921665305,-25.138976683198237,-23.44730625878053,-6.0228436301169035,-22.694416043851323,-15.607671420686252,-22.79861427017244,-20.398625321512167,-4.398639455782307,0.4285714285714295,-48.28762066571778,-1.8832813438987754,51.702040816326495,-34.14285714285716,-20.10481813205273,-19.197977584120906,1,2.5
51,-34.26428353546334,5.9565194218515565,-34.91529995660185,-1.9087111919435702,-34.21944012922164,-9.00102786540368,-32.52933636677198,-16.270251078661996,-32.340907298366794,10.436625543600616,-32.76694202757184,-25.09875528440014,-23.458957986748654,-6.0628739103915645,-22.66205270802876,-15.496216934550553,-22.7951658536536,-20.151936416847615,-4.398639455782307,0.4285714285714295,-48.30139577647155,-1.859383864084129,51.702040816326495,-34.14285714285716,-20.088854984135544,-18.890756566247028,1,2.5500000000000003
52,-34.313433876588455,5.900638221020106,-34.947633514701586,-1.8699406724698249,-34.206471750656455,-8.954564481601484,-32.49271968027933,-16.14746400267465,-32.429200811358456,10.370842668487148,-32.802349098040985,-25.06067690313702,-23.474368326698222,-6.095150698401988,-22.63135998175762,-15.379726331631167,-22.7967173972389,-19.90955057761604,-4.398639455782321,0.4285714285714295,-48.3161279163538,-1.833826101119047,51.70204081632645,-34.14285714285714,-20.08236933278092,-18.58589033042283,1,2.6
53,-34.3609201184078,5.847135821023431,-34.9769486209781,-1.8260695205529334,-34.189730539995715,-8.902177585335824,-32.4564019851762,-16.021000591960792,-32.515548394143266,10.310928001814652,-32.8366670228363,-25.024892671586926,-23.493837080150413,-6.119480704900941,-22.60256781508968,-15.258355763213375,-22.803547912365328,-19.67231591006645,-4.398639455782307,0.4285714285714295,-48.33183744768644,-1.8065727298300587,51.70204081632656,-34.14285714285716,-20.08596688262133,-18.283881758523496,1,2.6500000000000004
54,-34.40668513848289,5.796095417308403,-35.00318158560205,-1.7769757646271631,-34.16920614697051,-8.843743404481836,-32.42059208638164,-15.89096678428519,-32.599886550783566,10.257094495099437,-32.86980469172134,-24.991553721927854,-23.517664048626436,-6.1356706406412655,-22.57590615807661,-15.132261380582584,-22.815936410469774,-19.44108052044791,-4.398639455782307,0.4285714285714246,-48.34854473279133,-1.777588425043789,51.70204081632645,-34.14285714285714,-20.10025333828928,-17.985233732424255,1,2.7
