,Team,Type,Subtype,Period,Start Frame,End Frame,Start Time [s],End Time [s],From,To,Start X,Start Y,End X,End Y
0,Home,PASS,,1.0,82,126.0,4.1000000000000005,6.300000000000001,8.0,11.0,-19.934609348543052,1.2447099085864302,-43.87152627468041,-8.491562394108227
1,Home,SET PIECE,,,0,0.0,,,,,,,,
