Frame,Away_851_x,Away_851_y,Away_852_x,Away_852_y,Away_853_x,Away_853_y,Away_854_x,Away_854_y,Away_855_x,Away_855_y,Away_856_x,Away_856_y,Away_857_x,Away_857_y,Away_5165_x,Away_5165_y,Away_16125_x,Away_16125_y,Away_20144_x,Away_20144_y,ball_x,ball_y,Period,Time [s]
0,50.72409784931583,-17.524093140168436,49.489094914348996,-21.140020209957374,39.57808039168388,-17.1669275515454,44.99633116401821,-8.348033941838398,44.55698786507812,-4.1577281096514325,46.80270667641002,-0.4834331760333552,44.25270953992669,0.6335297833704829,45.434626838104165,2.5891584878566434,24.156462585034006,-12.714285714285715,50.70626507686252,-2.414503141168971,52.22579326503804,-33.57040396564937,1,0.0
1,50.66473086543286,-17.37857694125797,49.479650263220464,-21.066473691435583,39.56852169427728,-17.162648022433757,44.98285581739827,-8.265773149087131,44.50368668488653,-4.115708082950107,46.813781525379916,-0.46397242206022243,44.234030900683656,0.6158463520725176,45.421738023969645,2.592396592462315,24.234283919844955,-12.683457577904068,50.64844994655289,-2.3391706260400205,52.21751697165879,-33.576037623833024,1,0.05
2,50.60526454626194,-17.240478367919355,49.46852309450343,-20.9923854118653,39.55903699438617,-17.158401622786087,44.96903374459958,-8.183681746218383,44.452468232107584,-4.0715568162813724,46.82479135547597,-0.4441263286004164,44.21501582754462,0.598086442766161,45.408912290201485,2.5957073071806533,24.3151913475251,-12.652259192710002,50.592447353566676,-2.2666164871125707,52.20937552943676,-33.5815794890738,1,0.1
3,50.545717689658424,-17.10966624776247,49.45573479737539,-20.91777233715785,39.54962425538161,-17.15418744078231,44.954874488544554,-8.10175507112533,44.403275183968574,-4.025332967626021,46.8357379562084,-0.42390550132784854,44.1956706996907,0.5802475804399294,45.39614790064288,2.5990886335681593,24.39913613911473,-12.620698034809333,50.53822952638159,-2.196801037199301,52.2013667411523,-33.5870310570152,1,0.15000000000000002
4,50.48610909347748,-16.986009408397233,49.441306761013834,-20.8426514332247,39.54028144063482,-17.150004564602334,44.94038759215552,-8.019988461701086,44.35605021769657,-3.977095194964773,46.84662311708755,-0.4033205459165123,44.17600189630319,0.5623272900823583,45.383443119136956,2.602538573181358,24.486069565654205,-12.588781580307948,50.48576869347548,-2.129684589112938,52.193488445386485,-33.59239379893123,1,0.2
5,50.42645755557447,-16.86937667743353,49.42526037459621,-20.767039665977176,39.53100651351689,-17.145852082426018,44.925582598354836,-7.938377255838798,44.31073601051873,-3.926902156278373,46.85744862762366,-0.38238206804031905,44.15601579656331,0.544323096681988,45.370796209526794,2.606055127576825,24.57594289818381,-12.556517305311656,50.4350370833261,-2.0652274556661494,52.18573851593786,-33.59766916212348,1,0.25
6,50.366781873804534,-16.759636882481253,49.40761702730001,-20.690954001326677,39.521797437398966,-17.14172908243327,44.910469050064776,-7.856916791431601,44.267275239662354,-3.8748125095476076,46.86821627732708,-0.3611006733732236,44.13571877965231,0.5262325252273107,45.35820543565556,2.6096362983110506,24.66870740774393,-12.523912685926293,50.386006924411156,-2.003389949671687,52.17811486124855,-33.6028585703116,1,0.30000000000000004
7,50.30710084602305,-16.656658851150336,49.388398108302766,-20.61441140518461,39.51265217565215,-17.137634652803975,44.89505649020779,-7.7756024063726485,44.225610582354484,-3.8208849127532223,46.87892785570808,-0.3394869675892002,44.11511722475138,0.508053100706881,45.345669061366415,2.6132800869405948,24.764314365374904,-12.490975198257718,50.3386504452085,-1.9441323839422278,52.17061542383992,-33.60796342401774,1,0.35000000000000003
8,50.24743327008523,-16.560311411050606,49.367625006781886,-20.537428843462315,39.50356869164763,-17.133567881717994,44.879354461706214,-7.694429438555061,44.18568471582236,-3.765178023875965,46.88958515227691,-0.3175515563621215,44.094217511041805,0.48978234810923965,45.33318535050238,2.616984495021988,24.86271504211701,-12.45771231841177,50.2929398741958,-1.8874150712904842,52.16323817975702,-33.61298510094434,1,0.4
9,50.1877979438464,-16.47046338979202,49.34531911191486,-20.460023282071177,39.494544948756506,-17.129527857355253,44.863372507482325,-7.613393225872009,44.14744031729316,-3.707750500896572,46.9001899565439,-0.29530504536600516,44.073026017704784,0.4714177924228977,45.32075256690668,2.620747524111732,24.963860709010547,-12.424131522494296,50.24884743985095,-1.8331983245291346,52.155981138022774,-33.617924956346016,1,0.45
