,Team,Type,Subtype,Period,Start Frame,End Frame,Start Time [s],End Time [s],From,To,Start X,Start Y,End X,End Y
0,Home,PASS,,1.0,82,142.0,4.1000000000000005,7.1000000000000005,10.0,9.0,23.018836615125288,27.27665821147876,49.91396079768884,19.212369353693067
1,Home,PASS,,1.0,142,162.0,7.1000000000000005,8.1,9.0,10.0,49.91396079768884,19.212369353693067,41.454506041472996,7.917003178861059
2,Home,SET PIECE,,,0,0.0,,,,,,,,
