Frame,Away_3342_x,Away_3342_y,Away_3343_x,Away_3343_y,Away_3344_x,Away_3344_y,Away_3346_x,Away_3346_y,Away_3347_x,Away_3347_y,Away_9949_x,Away_9949_y,Away_11069_x,Away_11069_y,Away_14238_x,Away_14238_y,Away_24075_x,Away_24075_y,Away_24076_x,Away_24076_y,ball_x,ball_y,Period,Time [s]
0,7.434636061281137,32.45899392044626,27.74808290148706,22.100181852884134,19.912559470450113,13.037932683739772,20.54070934233434,0.7743540799402084,18.291609977324264,-23.71428571428571,10.29029227149492,24.18753435247521,10.946824983707039,-3.497184325285853,51.434932089503725,2.0727574411926772,3.6775510204081634,-11.857142857142856,0.6489795918367378,8.714285714285715,7.434636061281137,32.45899392044626,1,0.0
1,7.559492705490503,32.42926049045924,27.633709575382056,22.16869714685787,20.001237049654655,13.02093551758995,20.52433178642859,0.7763219477159947,18.362333916261676,-23.609570355640614,10.331091220725426,24.26089937341201,10.980320947289918,-3.4626081048716806,51.43496889535918,2.072870288368133,3.6949280035797685,-11.874355906510932,0.6489795918367378,8.714285714285719,7.559492705490503,32.42926049045924,1,0.05
2,7.668399292839339,32.39161014581511,27.509818639752584,22.2365345562767,20.070843485572535,13.009662330568256,20.510171075495947,0.7778736435307448,18.42907997619315,-23.50978678389578,10.358088493537897,24.326358729305785,11.007432905350118,-3.4290163655497583,51.434998249164906,2.072960287473504,3.7109454981287158,-11.89022229262074,0.6489795918367378,8.714285714285719,7.668399292839339,32.39161014581511,1,0.1
3,7.76230932371593,32.3464785520873,27.37710650505171,22.303743682449532,20.122526725957982,13.003814656183557,20.49822010149654,0.7790421222967978,18.4921392214362,-23.414574136595135,10.372278128974305,24.384216127540512,11.028627980242945,-3.3963370721182393,51.43502069619279,2.0730291103187892,3.7256558693961406,-11.904793886800741,0.6489795918367227,8.714285714285715,7.76230932371593,32.3464785520873,1,0.15000000000000002
4,7.84217629850868,32.29430137484928,27.236269581732362,22.370374126685263,20.157434718565305,13.003094027944828,20.488471756390695,0.7798603389265173,18.55180271630833,-23.323571551282527,10.374654166076596,24.43477527550011,11.04437329432377,-3.3644981893752335,51.43503678171479,2.073078428713993,3.7391114827232173,-11.91812256037945,0.6489795918367378,8.714285714285715,7.84217629850868,32.29430137484928,1,0.2
5,7.908953717605865,32.23551427967455,27.088004280247613,22.436475490292754,20.176715411148784,13.00720197936098,20.480918932138557,0.7803612483322327,18.60836152512706,-23.236418165501835,10.366210643886685,24.478339880568488,11.055135969947848,-3.3334276821188746,51.43504705100286,2.0731099144691103,3.7513647034510798,-11.930260184685373,0.6489795918367378,8.714285714285719,7.908953717605865,32.23551427967455,1,0.25
6,7.9635950813958445,32.170552932136545,26.933007011050442,22.50209737458093,20.181516751462645,13.015840043940942,20.47555452070037,0.7805778054262643,18.66210671220987,-23.15275311679693,10.347941601446562,24.515213650129642,11.061383129470524,-3.303053515147278,51.435052049328895,2.073125239394174,3.7624678969209566,-11.941258631047026,0.6489795918367378,8.714285714285719,7.9635950813958445,32.170552932136545,1,0.30000000000000004
7,8.007053890266938,32.09985299780872,26.771974184593883,22.567289380858703,20.1729866872612,13.028709755193645,20.472371414036367,0.7805429651209993,18.713329341874285,-23.07221554271173,10.32084107779815,24.54570029156748,11.063581895247138,-3.273303653258596,51.43505232196488,2.073126075299164,3.772473428473937,-11.951169770792925,0.6489795918367227,8.714285714285715,8.007053890266938,32.09985299780872,1,0.35000000000000003
8,8.040283644607488,32.023850142264614,26.6056022113309,22.632101110434935,20.15227316629872,13.045512646628017,20.471362504106736,0.7802896823287484,18.762320478437836,-22.994444580790102,10.285903111983412,24.570103512265923,11.062199389632966,-3.244106061250924,51.4350484141827,2.0731140939941284,3.781433663451226,-11.960045475251537,0.6489795918367378,8.714285714285719,8.040283644607488,32.023850142264614,1,0.4
9,8.06423784480581,31.942980031077617,26.43458750171454,22.696582164618533,20.120524136329472,13.065950251752989,20.472520682871753,0.7798509119618552,18.80937118621799,-22.919079368575908,10.244121743044289,24.588727019608964,11.057702734983359,-3.215388703922416,51.43504087125428,2.073090967289037,3.789400967193966,-11.967937615751412,0.6489795918367378,8.714285714285719,8.06423784480581,31.942980031077617,1,0.45
10,8.079869991250233,31.857678329821276,26.25962646619781,22.760782144718377,20.078887545107747,13.08972410407746,20.475838842291598,0.7792596089326449,18.854772529532262,-22.845759043613082,10.1964910100227,24.601874520980488,11.050559053653604,-3.1870795460711805,51.435030238451596,2.0730583669939087,3.7964277050433073,-11.974898063621032,0.6489795918367378,8.714285714285719,8.079869991250233,31.857678329821276,1,0.5
11,8.088133584329118,31.76838070406896,26.08141551523368,22.824750652043402,20.028511340387766,13.116535737110402,20.481309874326456,0.7785487281534808,18.89881557269817,-22.774122743445453,10.144004951960596,24.609849723764466,11.041235467999027,-3.1591065524953628,51.435017061046565,2.073017964918739,3.8025662423404025,-11.980978690188921,0.6489795918367227,8.714285714285715,8.088133584329118,31.76838070406896,1,0.55
12,8.089982124430751,31.67552281939423,25.900651059275212,22.888537287902466,19.970543469923875,13.146086684360718,20.48892667093661,0.777751224536702,18.94179138003321,-22.703809605616918,10.087657607899967,24.612956335344823,11.030199100374958,-3.1313976879930565,51.4350018843111,2.0729714328735547,3.8078689444264247,-11.986231366783567,0.6489795918367378,8.714285714285719,8.089982124430751,31.67552281939423,1,0.6000000000000001
