,Team,Type,Subtype,Period,Start Frame,End Frame,Start Time [s],End Time [s],From,To,Start X,Start Y,End X,End Y
0,Home,PASS,,1.0,22,48.0,1.1,2.4000000000000004,,,37.46261368557993,-4.839628724821675,30.090510307416164,-6.085719361982357
1,Home,PASS,,1.0,72,110.0,3.6,5.5,14.0,11.0,31.396483426126956,7.328752193133479,9.654792499171077,0.1855989749627335
2,Home,SET PIECE,,,0,0.0,,,,,,,,
