Frame,Home_15_x,Home_15_y,Home_1779_x,Home_1779_y,Home_3969_x,Home_3969_y,Home_5047_x,Home_5047_y,Home_6593_x,Home_6593_y,Home_6594_x,Home_6594_y,Home_10286_x,Home_10286_y,Home_17595_x,Home_17595_y,ball_x,ball_y,Period,Time [s]
0,29.875830298871588,2.1240436634024196,37.40034532336986,-1.948003755512386,40.93275487445025,5.9851219705186685,38.95966471147895,9.762132564316135,40.7934458332135,-2.396343028745483,39.89326748944479,-10.577322707716576,41.75785814824116,-5.5687353463544715,41.759019659225665,14.417563480979473,37.98138860190103,-2.8994250134774706,1,0.0
1,29.72060799551625,1.7737701060758357,37.372517072340244,-2.256135234470088,40.80488204313753,5.935322105026752,38.81118827264094,9.622670939816459,40.55636677964306,-2.559518711079644,39.78236517607768,-10.704495334506957,41.5112758878247,-5.4679398475582195,41.72642634506279,14.260519312660204,37.96905746569544,-3.111377869438513,1,0.05
2,29.57805931677571,1.4469936591463448,37.33466427164657,-2.5493682196907126,40.67887041966962,5.886338111745063,38.66497836199033,9.488627976976758,40.335727367980155,-2.7081535391448113,39.674156574236235,-10.821329581228692,41.27152698716163,-5.376743107917522,41.69049639467005,14.108260680893126,37.95524489586338,-3.3083251769012785,1,0.1
3,29.44722164936285,1.142608477963913,37.28714651641834,-2.8280354688421276,40.55460545384764,5.8381478665076285,38.52099683594581,9.359900318326249,40.13091860900562,-2.8428274418663464,39.568564341485796,-10.928187716510983,41.038540722882445,-5.29477814185536,41.651327028490705,13.960633885202967,37.94001239970883,-3.4907497427380054,1,0.15000000000000002
4,29.327132379990605,0.8595087178784527,37.23032340178517,-3.092469739592228,40.431972595472956,5.790729245148527,38.37920555092597,9.236384606394147,39.941331513499925,-2.9641203481694807,39.465511135391715,-11.02543200898293,40.812246371617526,-5.221677963794699,41.609015466968216,13.81748522511445,37.92342148453548,-3.659134373821038,1,0.2
5,29.216828895371947,0.5965885342399304,37.16455452287669,-3.3430037896088796,40.310857294346675,5.744060123501855,38.23956636334951,9.117977483709666,39.76635709224381,-3.072612186979507,39.36491961351946,-11.113424727273639,40.592573209997425,-5.157075588158505,41.56365893054599,13.678661000152335,37.90553365764728,-3.8139618770226047,1,0.25
6,29.115348582219756,0.3527420823982539,37.090199474822434,-3.5799703765599493,40.191145000270154,5.698118377401657,38.10204112963507,9.004575592802013,39.60538635601798,-3.1688828872216996,39.26671243343421,-11.192528140012273,40.379450514652525,-5.100604029369752,41.51535463966736,13.544007509841316,37.88641042634797,-3.955715059214976,1,0.30000000000000004
7,29.02172882724699,0.126863517703394,37.007617852752006,-3.8037022581133075,40.072721163044626,5.652881882682013,37.96659170620139,8.896075576200424,39.45781031560301,-3.2535123778213904,39.17081225270149,-11.26310451582797,40.172807562213336,-5.051896301851432,41.46419981477577,13.413371053706172,37.866113297941425,-4.0848767272704585,1,0.35000000000000003
8,28.935007017166587,-0.08215300449473147,36.91716925179502,-4.014532191936845,39.95547123247132,5.608328515177022,37.83317994946704,8.792374076434077,39.323019981779616,-3.3270805877038243,39.07714172888661,-11.325516123349834,39.97257362931032,-5.010585420026495,41.410291676314536,13.286597931271608,37.84470377973147,-4.201929688061299,1,0.4
9,28.854220538691486,-0.2754133288461566,36.81921326708104,-4.21279293569841,39.83928065835144,5.564436150720697,37.701767715850664,8.693367736032208,39.20040636532844,-3.3901674457943147,38.98562351955488,-11.380125231207025,39.77867799257394,-4.976304398317943,41.35372744472714,13.163534442062343,37.82224337902197,-4.307356748459818,1,0.45
10,28.778406778534574,-0.45402330000094904,36.71410949373964,-4.39881724706589,39.72403489048628,5.52118266514715,37.572316861771036,8.598953197524033,39.08936047703013,-3.4433528810181206,38.89618028227174,-11.427294108028642,39.59104992863462,-4.948686251148729,41.29460434045693,13.044026885603131,37.79879360311667,-4.401640715338224,1,0.5
11,28.706603123408783,-0.6190887626091768,36.60221752690044,-4.572937883707154,39.609619378677095,5.478545934290454,37.44478924364673,8.509027103438761,38.98927332766534,-3.4872168223005504,38.80873467460258,-11.467385022443844,39.409618714122864,-4.927363992941835,41.23301958394734,12.927921561418701,37.77441595931946,-4.485264395568846,1,0.55
12,28.63784696002717,-0.7717155613208883,36.48389696169305,-4.7354876032900926,39.49591957272512,5.436503833984633,37.31914671789645,8.423486096305588,38.89953592801481,-3.522339198566849,38.72320935411272,-11.50076024308175,39.234313625669095,-4.911970638120246,41.16907039564167,12.815064769033768,37.74917195493421,-4.558710596023938,1,0.6000000000000001
13,28.571175675102488,-0.913009540786156,36.35950739324696,-4.886799163482546,39.382820922431534,5.395034240063811,37.19535114093882,8.342226818653733,38.819539288859154,-3.549299938742372,38.63952697836751,-11.527782038571491,39.06506393990381,-4.902139201106898,41.10285399598338,12.705302807973089,37.723123097264676,-4.622462123575798,1,0.65
14,28.50562665534777,-1.0440765456550238,36.229408416691804,-5.027205321952414,39.27020887759764,5.354115028362056,37.073364369192525,8.26514591301245,38.74867442097897,-3.5686789717523406,38.55761020493235,-11.548812677542173,38.90179893345746,-4.897502696324796,41.03446760541591,12.598481977761372,37.696330893614714,-4.677001785096652,1,0.7000000000000001
15,28.44023728747593,-1.1660224205775547,36.093959627157204,-5.157038836367576,39.1579688880247,5.313724074713405,36.95314825907622,8.192140021910879,38.68633233515502,-3.581056226522078,38.47738169137257,-11.564214428622966,38.74444788296052,-4.897694138196903,40.96400844438252,12.494448577923372,37.6688568512882,-4.722812387458823,1,0.75
