Frame,Away_894_x,Away_894_y,Away_1778_x,Away_1778_y,Away_12666_x,Away_12666_y,Away_12667_x,Away_12667_y,Away_15145_x,Away_15145_y,Away_23197_x,Away_23197_y,Away_29595_x,Away_29595_y,Away_38288_x,Away_38288_y,Away_52137_x,Away_52137_y,ball_x,ball_y,Period,Time [s]
14,12.800327412730304,9.380881274716304,37.696330893614714,-4.677001785096652,27.435657118932685,8.285305273823857,34.64649805666505,22.98124087707465,28.297702230820864,-6.13846262527873,33.32139973215098,-12.431248784613011,40.81169223148717,3.526984265797438,44.2030323109061,-7.11331753992668,-48.89924393824884,-1.1564677499909766,37.696330893614714,-4.677001785096652,1,0.7000000000000001
15,12.729122651918967,9.342530196365647,37.6688568512882,-4.722812387458823,27.376029145078586,8.261997002105577,34.45674039408417,22.88967996552998,28.209646810146527,-6.344116715238994,33.14421672056245,-12.336967871122944,40.79095380320436,3.521333270917719,44.15120033010983,-7.152219283108976,-48.89924393824884,-1.1564677499909766,37.6688568512882,-4.722812387458823,1,0.75
16,12.650644695078448,9.301318768498353,37.640762477588886,-4.760376737534568,27.316191097447735,8.238330658624841,34.26829747637127,22.796867755323976,28.115708399520987,-6.561822935018468,32.96025407703531,-12.247204723419065,40.76552187523491,3.515136331023773,44.09818415641474,-7.191466698914835,-48.89924393824884,-1.1564677499909766,37.640762477588886,-4.760376737534568,1,0.8
17,12.565163846375238,9.257354440017181,37.6121092798207,-4.790177642196195,27.25617037696758,8.214352948394119,34.080997815065345,22.702967459325563,28.0172937194262,-6.788509635186814,32.77104562397747,-12.160366248565312,40.735385925001715,3.5084813610417642,44.04385109310574,-7.23090756230626,-48.89924393824884,-1.1564677499909766,37.6121092798207,-4.790177642196195,1,0.8500000000000001
18,12.472950409975892,9.210744659824883,37.58295876528739,-4.8126979083159185,27.19599438456548,8.190110576425974,33.89466992170527,22.608142290403563,27.915809490344305,-7.021105166313725,32.578125183796686,-12.074859353625595,40.70053542992739,3.5014562758977714,43.98806844346767,-7.27038964824527,-48.89924393824884,-1.1564677499909766,37.58295876528739,-4.8126979083159185,1,0.9
19,12.374274690046988,9.16159687682427,37.55337244129285,-4.828420342766062,27.135690521168844,8.16565024773285,33.70914230783011,22.512555461426853,27.812662432757385,-7.25653787896885,32.383026578900726,-11.989090945663841,40.66095986743477,3.4941489905179473,43.93070351078536,-7.309760731693882,-48.89924393824884,-1.1564677499909766,37.55337244129285,-4.828420342766062,1,0.9500000000000001
20,12.269406990755048,9.110018539918052,37.52341181514085,-4.83782775241888,27.07528618770506,8.141018667327227,33.5242434849788,22.416370185264302,27.709259267147562,-7.491736123721868,32.187283631697426,-11.901467931744014,40.61664871494659,3.4866474198284116,43.87162359834376,-7.3488685876140885,-48.89924393824884,-1.1564677499909766,37.52341181514085,-4.83782775241888,1,1.0
21,12.158617616266639,9.056117098009059,37.49313839413529,-4.84140294414667,27.014808785101604,8.11626254022164,33.33980196469021,22.319749674784774,27.607006713996853,-7.72362825114249,31.99243016459457,-11.810397218929992,40.56759144988559,3.479039478755268,43.81069600942777,-7.38756099096793,-48.89924393824884,-1.1564677499909766,37.49313839413529,-4.84140294414667,1,1.05
22,12.042176870748296,9.000000000000004,37.46261368557993,-4.839628724821675,26.954285714285714,8.091428571428573,33.155646258503396,22.22285714285715,27.50731149378745,-7.949142611800313,31.799999999999997,-11.71428571428571,40.51377754967454,3.471413082224663,43.747788047322196,-7.425685716717382,-48.89924393824884,-1.1564677499909766,37.46261368557993,-4.839628724821675,1,1.1
23,11.920355058366567,8.941774694793676,37.43189919677868,-4.832987901316184,26.893744376184923,8.066563465960503,32.97160487795724,22.12585580235025,27.411580327001378,-8.16520755626508,31.61152696032148,-11.61154032487514,40.45519649173613,3.4638561451627092,43.68276701531191,-7.463090539824477,-48.899228046866845,-1.1564422380058632,36.988225376482106,-4.919813551325359,1,1.1500000000000001
24,11.79342248328803,8.881548631292823,37.40105643503527,-4.821963280502518,26.833212171726643,8.041713928829914,32.78750633459079,22.028908866133015,27.321219934120773,-8.368751435106455,31.428544867966846,-11.500567957762179,40.39183775349323,3.4564565824955134,43.615500216681816,-7.499623235251245,-48.89921725184643,-1.1564249077069322,36.529104737102415,-4.997417716746167,1,1.2000000000000002
25,11.661649449679206,8.819429258400241,37.37014690765366,-4.807037669252857,26.772716501838197,8.016926665049333,32.603179139942945,21.93217954707423,27.237637035627703,-8.556702598894095,31.252587545343875,-11.37977552001076,40.323690812368454,3.449302309149222,43.54585495471674,-7.535131577959668,-48.89921127520422,-1.156415312820419,36.08525176744077,-5.072441221084102,1,1.25
26,11.52530626170666,8.755524025018671,37.339232121937584,-4.788693874439588,26.712284767447024,7.9922483796312305,32.41845180555262,21.835831058042817,27.162238352004238,-8.725989398197687,31.085188814860405,-11.247569918684801,40.250745145784606,3.4424812400499425,43.47369853270161,-7.569463342911783,-48.899209838956864,-1.1564130070724885,35.65666646749721,-5.144884064339134,1,1.3
27,11.384663223536895,8.689940380050901,37.3083735851909,-4.767414702934906,26.65194436948052,7.967725777588109,32.23315284295887,21.740026611907616,27.096430603732504,-8.873540183586893,30.927882498924156,-11.102358060848239,40.17299023116445,3.4360812901238114,43.39889825392123,-7.602466305069561,-48.89921266512101,-1.156417544189372,35.24334883727177,-5.214746246511328,1,1.35
28,11.239990639336522,8.62278577239968,37.27763280471744,-4.743682961611107,26.59172270886606,7.9434055639324574,32.04711076370059,21.64492942153751,27.041620511294578,-8.9962833056314,30.78220241994301,-10.942546853564998,40.0904155459308,3.430190374296942,43.321321421660606,-7.633988239395072,-48.89921947571329,-1.1564284778972722,34.845298876764375,-5.2820277676006135,1,1.4000000000000001
29,11.091558813272052,8.554167650967784,37.24707128782106,-4.717981457340481,26.531647186531103,7.919334443676785,31.8601540793167,21.55070269980135,26.999214795172616,-9.091147114900867,30.649682400324757,-10.766543203899024,40.00301056750624,3.424896407495465,43.24083533920446,-7.663876920850294,-48.89922999275036,-1.156445361922416,34.462516585975095,-5.346728627607038,1,1.4500000000000002
30,10.93963804951007,8.484193464657977,37.216750541805546,-4.69079299699529,26.471745203403003,7.895559121833553,31.672111301346238,21.457509659568004,26.97062017584859,-9.155059961964977,30.531856262477156,-10.57275401891421,39.91076477331368,3.4202873046454823,43.15730730983773,-7.691980124397228,-48.89924393824884,-1.1564677499909766,34.095001964903894,-5.408848826530588,1,1.5
31,10.78449865221707,8.412970662373022,37.18673207397479,-4.662600387447816,26.41204416040914,7.872126303415286,31.482810941328136,21.36551351370636,26.956870474914634,-9.185856615206516,30.429815152744755,-10.36024783516003,39.813667640775805,3.416450980673147,43.07060463684526,-7.718145624997919,-48.89926103422538,-1.156495195829186,33.742755013550855,-5.468388364371247,1,1.55
32,10.62641092555964,8.340606693015689,37.157077391632576,-4.6338864355703215,26.35257145847695,7.849082693434451,31.29208151080133,21.27487747508526,26.95750791840258,-9.18499751426046,30.342879513218428,-10.130739707127882,39.71170864731533,3.4134753505045508,42.98059462351196,-7.742221197614359,-48.899281002696625,-1.1565272531632467,33.405775731915845,-5.525347241129046,1,1.6
33,10.465645173704353,8.267209005488743,37.127848002082736,-4.605133948235119,26.29335449853387,7.826474996903567,31.099751521304785,21.185764756573565,26.97170183345425,-9.154849516574975,30.269927109926,-9.8866063187947,39.604877270355075,3.4114483290658257,42.88714457312271,-7.764054617208575,-48.89930356567922,-1.1565634757193761,33.08406411999893,-5.579725456803944,1,1.6500000000000001
34,10.30247170081768,8.192885048694949,37.099105412629115,-4.57682573231444,26.23442068150723,7.80434991883512,30.905649484377502,21.09833857104016,26.99862154721141,-9.097779479598154,30.209835708895024,-9.63022435413741,39.49316298731775,3.4104578312831184,42.790121788962374,-7.783493658742542,-48.8993284451898,-1.1566034172237474,32.77762017780011,-5.631523011395988,1,1.7000000000000002
35,10.137160811066266,8.11774227153707,37.07091113057556,-4.5494445946805975,26.1757974083245,7.782754164241588,30.709603911558354,21.012762131353902,27.037436386815845,-9.01615426077816,30.161483076153296,-9.36397049713291,39.37655527562612,3.4105917720825114,42.68939357431577,-7.800386097178308,-48.89935536324501,-1.1566466314026167,32.486443905319376,-5.680739904905145,1,1.75
36,9.969982808616582,8.041888122917884,37.04332666322591,-4.523473342205825,26.11751207991298,7.761734438135467,30.51144331438637,20.929198650383658,27.087315679409425,-8.912340717563048,30.123746977728327,-9.090221431758174,39.25504361270294,3.4119380663901704,42.58482723246781,-7.814579707477878,-48.89938404186149,-1.1566926719821526,32.21053530255675,-5.7273761373314285,1,1.8
37,9.801207997635196,7.965430051740151,37.01641351788397,-4.499394781762437,26.059592097200145,7.741337445529287,30.31099620440048,20.847811340998295,27.14742875213393,-8.788705707400995,30.095505179647997,-8.81135384199012,39.128617475970955,3.414584629132189,42.47629006670335,-7.825922264603264,-48.89941420305588,-1.156741092688592,31.94989436951219,-5.771431708674815,1,1.85
38,9.6311066822887,7.888475506906644,36.9902332018536,-4.477691720222711,26.002064861113368,7.721609891435493,30.108091093139606,20.768763416066697,27.216944932131103,-8.647616087740062,30.075635447939785,-8.529744411805634,38.99726634285293,3.4186193752346985,42.363649380307336,-7.834261543516487,-48.899445568844826,-1.156791447248132,31.70452110618573,-5.812906618935347,1,1.9000000000000001
39,9.459949166743598,7.811131937320116,36.96484722243855,-4.458846964458889,25.944957772580068,7.7025984808666115,29.90255649214279,20.69221808845768,27.295033546542836,-8.491438716028448,30.063015548631427,-8.247769825181683,38.860979690771565,3.4241302196238115,42.24677247656458,-7.839445319179546,-48.89947786124497,-1.156843289386971,31.474415512577394,-5.851800868112999,1,1.9500000000000002
40,9.288005755166452,7.733506791883333,36.94031708694277,-4.443343321343277,25.88829823252767,7.6843499188351,29.694220912948918,20.61833857104016,27.38086392251086,-8.322540449714207,30.056523247750654,-7.9678067660951895,38.71974699714965,3.4312050772256693,42.125526658759895,-7.841321366554447,-48.899510802272935,-1.156896172831321,31.259577588687087,-5.8881144562077665,1,2.0
41,9.115546751723759,7.655707519499081,36.91670430267,-4.431663597748126,25.83211364188349,7.666910910353511,29.48291286709698,20.54728807668299,27.47360538717698,-8.14328814624548,30.055036311325054,-7.692231918523045,38.57355773940995,3.439931862966384,41.99977923017826,-7.839737460603193,-48.89954411394539,-1.156949651307404,31.060007334514907,-5.921847383219646,1,2.0500000000000003
42,8.942842460582195,7.577841569070105,36.89407037692413,-4.424290600545724,25.776431401575003,7.650328160434291,29.26846086612592,20.47922981825501,27.572427267683075,-7.956048663070376,30.05743250538233,-7.423421966442216,38.42240139497519,3.4503984917720634,41.869397494104504,-7.834541376287836,-48.89957751827897,-1.1570032785414082,30.87570475006083,-5.952999649148683,1,2.1
43,8.770163185908181,7.500016389499196,36.87247681700892,-4.421707136608361,25.721278912529552,7.634648374089935,29.05069342157465,20.41432700862512,27.67649889117086,-7.763188857637047,30.062589595950165,-7.163753593829597,38.26626744126813,3.462692878568863,41.734248753823465,-7.8255808885703635,-48.899610737290296,-1.1570566082595604,30.706669835324842,-5.981571253994827,1,2.15
44,8.597779231868326,7.4223394296891,36.8519851302283,-4.424396012808288,25.666683575674647,7.619918256332948,28.829439044982262,20.352742860662175,27.78498958478219,-7.567075587393568,30.069385349056237,-6.9156034846621415,38.10514535571152,3.4769029382828713,41.59420031262005,-7.812703772412785,-48.899643492996034,-1.1571091941880536,30.552902590306886,-6.007562197758084,1,2.2
45,8.425960902629157,7.344918138542596,36.83265682388601,-4.432840036017804,25.612672791937527,7.606184512175827,28.604526247887545,20.294640587235047,27.897068675658836,-7.370075709788065,30.076697530728183,-6.681348322916758,37.93902461572807,3.4931165858402546,41.44911947377912,-7.795757802777118,-48.899675507412816,-1.1571605900530857,30.414403015007082,-6.030972480438472,1,2.25
46,8.254978502357268,7.2678599649624225,36.81455340528595,-4.447522013109173,25.559273962245697,7.5934938466310635,28.375783541829577,20.240183401212576,28.011905490942638,-7.174556082268706,30.083403906993723,-6.4633647925703945,37.76789469874059,3.511421736167085,41.298873540585554,-7.7745907546253825,-48.89970650255727,-1.1572103495809118,30.291171109425356,-6.051802102035978,1,2.3000000000000003
47,8.085102335219151,7.191272357851382,36.79773638173193,-4.468924750954662,25.50651448752655,7.5818929647111455,28.143039438347273,20.189534515463656,28.128669357775337,-6.982883562283551,30.088382243880478,-6.264029577599952,37.59174508217182,3.5319063041895102,41.14332981632426,-7.749050402919566,-48.89973620044607,-1.1572580264976968,30.18320687356171,-6.0700510625506015,1,2.35
48,7.916602705381411,7.1152627661122345,36.78226726052779,-4.497531056426563,25.454421768707498,7.571428571428576,27.90612244897959,20.142857142857135,28.246529603298836,-6.797425007280756,30.090510307416164,-6.085719361982357,37.410565243444516,3.554658204833656,40.98235560428007,-7.718984522621709,-48.89976432309584,-1.1573031745296622,30.090510307416164,-6.085719361982357,1,2.4000000000000004
49,7.749686260817442,7.03991199664802,36.768095109156675,-4.533640127589063,25.40300013068046,7.562132091545187,27.665011566629182,20.100242646846993,28.364663043633797,-6.620069891331882,30.08890281981154,-5.9301767989632275,37.224406403496396,3.5797368118986927,40.81588988642923,-7.684308058974086,-48.8997905925232,-1.157345347403001,30.181429616548634,-5.151829936009887,1,2.45
50,7.584305024728266,6.965194288363126,36.75471923581899,-4.576816727273951,25.352161594195966,7.553973828820269,27.42028770965338,20.06149499322749,28.48227645081666,-6.450798155002311,30.083622328009923,-5.796608418862818,37.03356675732526,3.6070873346759464,40.644158359513625,-7.645204638340091,-48.89981473074483,-1.1573840988439403,30.269174685461987,-4.250545128400531,1,2.5
51,7.420347364121807,6.891057238162139,36.74152650889448,-4.626442009504995,25.301795103969038,7.546908806762446,27.172682277773315,20.026346298378073,28.59858408586287,-6.289112355480888,30.074968335137697,-5.683586721270097,36.838406243444,3.6366264413298364,40.46745839896633,-7.6019250573634345,-48.899836459777354,-1.1574189825786823,30.353745514156298,-3.3818649391543354,1,2.5500000000000003
52,7.257701646005959,6.817448442949739,36.72790379676296,-4.681897128305856,25.251789604714673,7.540892048880347,26.922926670709945,19.99452867867807,28.712800209787773,-6.134515049956462,30.063240344321194,-5.589684205773967,36.6392848003653,3.668270800024767,40.286087380220685,-7.554720112687762,-48.899855501637404,-1.1574495523334347,30.435142102631488,-2.545789368271249,1,2.6
53,7.096256237388613,6.744315499630552,36.71323796780407,-4.742563237700285,25.202034041147936,7.535878578682585,26.67175228818443,19.965774250506914,28.82413908360683,-5.9865087956178415,30.048737858686952,-5.513473371963418,36.43656236660203,3.7019370789251322,40.1003426787098,-7.503840600956743,-48.89987157834163,-1.1574753618344145,30.513364450887646,-1.7423184157512903,1,2.6500000000000004
54,6.935899505277658,6.671606005109205,36.696915890397705,-4.807821491712023,25.152417357983886,7.531823419677807,26.41989052991775,19.939815130243986,28.931814968335452,-5.844596149653902,30.031760381361277,-5.4535267194273755,36.23059888066702,3.737541946195306,39.910521669866945,-7.449537318814079,-48.899884411906676,-1.1574959648078051,30.588412558924635,-0.9714520815944351,1,2.7
55,6.77651981668107,6.599267556290344,36.678324432923525,-4.877053044364782,25.102828499937516,7.528681595374653,26.16807279563102,19.91638343426867,29.035042124988966,-5.708279669253487,30.012607415470583,-5.40841674775477,36.021754281073,3.7750020699996982,39.716921729125254,-7.392061062903426,-48.89989372434919,-1.1575109149798426,30.660286426742566,-0.2331903658007414,1,2.75
56,6.618005538606688,6.527247750078618,36.65685046376125,-4.94963904968228,25.053156411724004,7.526408129281716,25.917030485045252,19.895211278960353,29.133034814582793,-5.577061911605416,29.99157846414133,-5.376715956534579,35.81038850633284,3.8142341185026876,39.519840231917996,-7.331662629868465,-48.8998992376858,-1.1575197660767353,30.728986054341423,0.4724667316298246,1,2.8000000000000003
57,6.460245038062432,6.455494183378654,36.63188085129073,-5.024960661688232,25.003290038058168,7.524958044907662,25.66749499788154,19.87603078069843,29.225007298132315,-5.450445433898544,29.96897303049983,-5.35699684535571,35.59686149495929,3.8551547598687077,39.319574553678336,-7.268592816352906,-48.89990067393315,-1.1575220718246466,30.794511441721195,1.1455192106972725,1,2.85
58,6.303126682056192,6.383954453095119,36.602802463891614,-5.102399034406397,24.953118323655204,7.524286365761108,25.4201977338609,19.85857405586233,29.310173836652954,-5.32793279332169,29.94509061767251,-5.347831913807128,35.3815331854652,3.897680662262133,39.11642206983945,-7.203102419000387,-48.89989775510789,-1.1575173859498273,30.856862588881835,1.7859670714015832,1,2.9000000000000004
59,6.146538837595914,6.312576156132618,36.56900216994371,-5.181335321860433,24.902530213230122,7.52434811535067,25.175870092704464,19.84257322083136,29.3877486911601,-5.209026547063712,29.92023072878581,-5.347793661477774,35.16476351636341,3.941728493847368,38.91068015583462,-7.135442234454588,-48.899890203226654,-1.1575052621784803,30.91603949582344,2.3938103137427755,1,2.95
60,5.990369871689472,6.241306889395817,36.529866837826724,-5.261150678074119,24.851414651497944,7.525098317184992,24.935243474133202,19.827760391984985,29.45694612266912,-5.093229252313467,29.894692866966107,-5.355454587956589,34.94691242616656,3.9872149227888105,38.70264618709699,-7.065863059359192,-48.899877740306074,-1.1574852542368035,30.972042162545936,2.9690489377208307,1,3.0
61,5.8345081513447585,6.170094249789327,36.48478333592045,-5.341226257071167,24.79966058317372,7.526491994772687,24.699049277868163,19.81386768570254,29.516980392195507,-4.980043466259757,29.86877653533979,-5.369387192832514,34.728339853387645,4.034056617250851,38.49261753905977,-6.99461569035789,-48.899860088362814,-1.157456915851009,31.02487058904934,3.5116829433357535,1,3.0500000000000003
62,5.678842043569727,6.09888583421781,36.43313853260461,-5.420943212875268,24.747156952972524,7.5284841716224,24.46801890363048,19.800627218363463,29.56706576075457,-4.8689717460914475,29.8427812370333,-5.388163975694527,34.50940573653944,4.082170245397883,38.280891587156184,-6.921950924094346,-48.899836969413506,-1.1574198007472996,31.074524775333657,4.021712330587553,1,3.1
63,5.523259915372211,6.027629239585901,36.37431929625898,-5.499682699510183,24.693792705609305,7.531029871242756,24.242883751141186,19.787771106347112,29.606416489361646,-4.759516648997383,29.817006475173013,-5.410357436131509,34.29047001413467,4.131472475394301,38.06776570681939,-6.84811955721223,-48.89980810547479,-1.1573734626519017,31.121004721398894,4.499137099476226,1,3.1500000000000004
64,5.367650133760187,5.9562720627982255,36.307712495263246,-5.576825870999624,24.639456785799247,7.534084117142378,24.024375220121364,19.7750314660329,29.634246839032265,-4.651180732166396,29.79175175288534,-5.43454007373247,34.07189262468614,4.181879975404518,37.853537273482694,-6.773372386355219,-48.899773218563304,-1.1573174552909944,31.164310427245,4.94395725000177,1,3.2
65,5.211901065741511,5.88476190075946,36.232704997997274,-5.651753881367306,24.584038138257263,7.537601932829899,23.813224710291994,19.76214041380019,29.649771070781775,-4.543466552787322,29.76731657329665,-5.459284388086321,33.85403350670674,4.23330941359293,37.638503662579176,-6.697960208167011,-48.899732030695695,-1.1572513323908185,31.20444189287207,5.356172782164186,1,3.25
66,5.0559010783241,5.813046350374205,36.148683672840676,-5.72384788463695,24.52742570769839,7.541538341813957,23.61016362137417,19.748830066028415,29.652203445625513,-4.435876668049001,29.74400043953336,-5.483162878782007,33.63725259870917,4.2856774581239145,37.42296224954209,-6.6221338192912675,-48.89968426388861,-1.1571746476775575,31.241399118280025,5.73578369596346,1,3.3000000000000003
67,4.899538538515883,5.741073008547119,36.055035388173295,-5.792489034832279,24.469508438837778,7.545848367603162,23.415923353088992,19.734832539096907,29.64075822457897,-4.327913635140297,29.722102854721896,-5.50474804540848,33.421909839206315,4.338900777161881,37.20721040980467,-6.5461440163716595,-48.89962964015867,-1.1570869548774187,31.275182103468904,6.082789991399626,1,3.35
68,4.742701813324726,5.6687894721828345,35.9511470123749,-5.857058485977047,24.410175276390383,7.550487033706158,23.23123530515744,19.719879949385106,29.614649668657496,-4.219080011250025,29.70192332198869,-5.52261238755468,33.20836516671096,4.392896038871215,36.99154551880006,-6.4702415960518955,-48.89956788152254,-1.1569878077166296,31.30579084843866,6.39719166847265,1,3.4000000000000004
69,4.585279269758521,5.596143338186004,35.83640541382509,-5.916937392094913,24.349315165071275,7.555409363631566,23.05683087730062,19.703704413272376,29.57309203887643,-4.108878353567041,29.683761344459977,-5.535328404809548,32.99697851973586,4.4475799114163435,36.77626495196152,-6.394677354975607,-48.89949870999685,-1.1568767599213627,31.333225353189388,6.6789887271825705,1,3.45
70,4.427159274825208,5.523082203461268,35.71019746090375,-5.97150690720966,24.28681704959548,7.560570380888021,22.893441469239583,19.68603804713812,29.515299596251264,-3.996811219280164,29.667916425262366,-5.541468596762045,32.78810983679391,4.502869062961631,36.561666084722184,-6.319702089786471,-48.899421847598234,-1.1567533652178792,31.35748561772095,6.928181167529324,1,3.5
71,4.268230195532696,5.4495536649132434,35.571910021990625,-6.020148185345004,24.22256987467805,7.5659251089841435,22.741798480695394,19.666612967361726,29.44048660179739,-3.882381165578265,29.654688067522113,-5.539605463001092,32.582119056397886,4.5586801616714725,36.34804629251532,-6.245566597128228,-48.89933701634335,-1.156617177332353,31.3785716420335,7.1447689895129605,1,3.5500000000000003
72,4.108380398888885,5.375505319446586,35.42092996546544,-6.06224238052463,24.156462585034035,7.571428571428576,22.602633311389084,19.64516129032258,29.347867316530134,-3.7650907496501507,29.644375774365724,-5.528311503115624,32.37936611706055,4.614929875710292,36.13570295077408,-6.172521673644493,-48.89924393824884,-1.1564677499909766,31.396483426126956,7.328752193133479,1,3.6
73,3.947550692554579,5.30091505865818,35.25695638384207,-6.097248676782723,24.088293478696432,7.577047731792599,22.476246266626895,19.621531493621177,29.236946169112873,-3.644627606457709,29.637116151309584,-5.506504629901401,32.18002442657416,4.671501043333665,35.92486997636482,-6.100763686277883,-48.89914291875319,-1.1563055735440024,30.434368432891162,7.012652822883403,1,3.6500000000000004
74,3.7858916468022255,5.225881952913923,35.080937266170935,-6.124938378195232,24.017498266970357,7.582797313898175,22.361213274055594,19.59603749974248,29.10838825880069,-3.5214196820548342,29.632394213430125,-5.474484408981145,31.983521269848676,4.728141183161881,35.71552745188609,-6.0302712831667185,-48.89903659698238,-1.1561348848376496,29.49333264138511,6.703478947443191,1,3.7
75,3.623606272557224,5.150535367271932,34.89413282563662,-6.145160818848542,23.94342201447877,7.588703981629912,22.25567916690718,19.56910959239255,28.963148852496566,-3.3960800002684803,29.62953207819391,-5.432895819184342,31.789097401073533,4.784563983906505,35.507592001369616,-5.960968682748217,-48.89892819548421,-1.1559608573421964,28.573376051608758,6.401230566812843,1,3.75
