Frame,Away_379_x,Away_379_y,Away_380_x,Away_380_y,Away_381_x,Away_381_y,Away_382_x,Away_382_y,Away_1330_x,Away_1330_y,Away_7027_x,Away_7027_y,Away_8231_x,Away_8231_y,Away_9233_x,Away_9233_y,Away_9624_x,Away_9624_y,Away_9625_x,Away_9625_y,Away_10267_x,Away_10267_y,ball_x,ball_y,Period,Time [s]
0,35.67401777319628,4.511363935345968,38.17123006508347,-0.25778294668595353,36.47620189674126,-6.008808578605486,36.12829233420646,-14.695219844584454,28.395787907549263,-14.43909221701473,28.56696817646417,-8.299157048603195,26.326216134343156,-4.866446832344419,22.38859649293176,18.708156254276854,15.791836734693872,12.714285714285715,9.590476190476178,-1.4285714285714333,50.46839892190323,-0.9002042072847257,32.07054985852442,-7.44768081962427,1,0.0
1,35.67401777319628,4.511363935345968,38.17123006508347,-0.25778294668595353,36.47620189674126,-6.008808578605486,36.12829233420646,-14.695219844584454,28.395787907549263,-14.43909221701473,28.56696817646417,-8.299157048603195,26.326216134343156,-4.866446832344419,22.38859649293176,18.708156254276854,15.791836734693872,12.714285714285715,9.590476190476178,-1.4285714285714333,50.46839892190323,-0.9002042072847257,32.07054985852442,-7.44768081962427,1,0.05
2,35.67401777319628,4.511363935345968,38.17123006508347,-0.25778294668595353,36.47620189674126,-6.008808578605486,36.12829233420646,-14.695219844584454,28.395787907549263,-14.43909221701473,28.56696817646417,-8.299157048603195,26.326216134343156,-4.866446832344419,22.38859649293176,18.708156254276854,15.791836734693872,12.714285714285715,9.590476190476178,-1.4285714285714333,50.46839892190323,-0.9002042072847257,32.07054985852442,-7.44768081962427,1,0.1
3,35.67401777319628,4.511363935345968,38.17123006508347,-0.25778294668595353,36.47620189674126,-6.008808578605486,36.12829233420646,-14.695219844584454,28.395787907549263,-14.43909221701473,28.56696817646417,-8.299157048603195,26.326216134343156,-4.866446832344419,22.38859649293176,18.708156254276854,15.791836734693872,12.714285714285715,9.590476190476178,-1.4285714285714333,50.46839892190323,-0.9002042072847257,32.07054985852442,-7.44768081962427,1,0.15000000000000002
4,35.67401777319628,4.511363935345968,38.17123006508347,-0.25778294668595353,36.47620189674126,-6.008808578605486,36.12829233420646,-14.695219844584454,28.395787907549263,-14.43909221701473,28.56696817646417,-8.299157048603195,26.326216134343156,-4.866446832344419,22.38859649293176,18.708156254276854,15.791836734693872,12.714285714285715,9.590476190476178,-1.4285714285714333,50.46839892190323,-0.9002042072847257,32.07054985852442,-7.44768081962427,1,0.2
5,35.67401777319628,4.511363935345968,38.17123006508347,-0.25778294668595353,36.47620189674126,-6.008808578605486,36.12829233420646,-14.695219844584454,28.395787907549263,-14.43909221701473,28.56696817646417,-8.299157048603195,26.326216134343156,-4.866446832344419,22.38859649293176,18.708156254276854,15.791836734693872,12.714285714285715,9.590476190476178,-1.4285714285714333,50.46839892190323,-0.9002042072847257,32.07054985852442,-7.44768081962427,1,0.25
6,35.67401777319628,4.511363935345968,38.17123006508347,-0.25778294668595353,36.47620189674126,-6.008808578605486,36.12829233420646,-14.695219844584454,28.395787907549263,-14.43909221701473,28.56696817646417,-8.299157048603195,26.326216134343156,-4.866446832344419,22.38859649293176,18.708156254276854,15.791836734693872,12.714285714285715,9.590476190476178,-1.4285714285714333,50.46839892190323,-0.9002042072847257,32.07054985852442,-7.44768081962427,1,0.30000000000000004
7,35.673511551453004,4.4272755641850345,38.371488064636544,-0.42806308366931406,36.508057392823886,-6.1549103722342755,36.12277321682734,-14.325003432744966,28.512102835744205,-14.397320341511474,28.848118945076255,-8.22931445321468,26.579164750363116,-4.836161511646019,22.50836940019036,18.675639282102633,15.877056277056285,12.663636363636364,9.590476190476178,-1.4285714285714333,50.491604700265896,-0.861896537874178,32.33414972371434,-7.633251434596372,1,0.35000000000000003
8,35.683673617682516,4.34699522939701,38.570232073235154,-0.5912637674632635,36.54880554168917,-6.293292441241207,36.125252887315746,-13.971914107449122,28.63792179600048,-14.360304245804638,29.120923997351746,-8.168037677494185,26.82956374569628,-4.804742667007982,22.632947674301924,18.641626239497512,15.962275819418666,12.612987012987015,9.590476190476178,-1.4285714285714333,50.51460225182512,-0.8282432752277444,32.58711728780631,-7.808799699185215,1,0.4
9,35.70424097159388,4.270355435994705,38.76746957009494,-0.7475598751142923,36.59823485645099,-6.424165268873586,36.13549557745933,-13.635599794285673,28.773026182196293,-14.32789594624673,29.38561737826034,-8.115045825649666,27.077522712687436,-4.772259010021467,22.76221915068982,18.606150222486857,16.04749536178108,12.562337662337654,9.590476190476178,-1.4285714285714333,50.5373994248305,-0.7990976398367272,32.829713007875874,-7.974565098954605,1,0.45
