,Team,Type,Subtype,Period,Start Frame,End Frame,Start Time [s],End Time [s],From,To,Start X,Start Y,End X,End Y
0,Home,PASS,,1.0,24,60.0,1.2000000000000002,3.0,7.0,66.0,35.401138337646316,-9.449952500548294,44.667764019650576,-22.66496388926632
1,Home,PASS,,1.0,60,78.0,3.0,3.9000000000000004,66.0,9.0,44.667764019650576,-22.66496388926632,44.49241303909003,1.8873239201606342
2,Home,SET PIECE,,,0,0.0,,,,,,,,
