Frame,Home_12_x,Home_12_y,Home_68_x,Home_68_y,Home_1209_x,Home_1209_y,Home_1652_x,Home_1652_y,Home_1776_x,Home_1776_y,Home_2337_x,Home_2337_y,Home_3300_x,Home_3300_y,Home_7621_x,Home_7621_y,ball_x,ball_y,Period,Time [s]
0,15.9360544217687,-27.857142857142858,5.9850340136054445,0.8571428571428541,31.056496733595676,20.997244625231573,27.329251700680263,-0.5714285714285791,12.330612244897956,17.42857142857143,21.11555807413344,11.867098211959133,32.521088435374146,12.142857142857146,20.118367346938783,31.714285714285722,12.330612244897956,17.42857142857143,1,0.0
1,16.188569791808924,-27.95139763521881,6.069851257583791,0.8192267077052222,30.935272649733584,20.879478831175646,27.356594088243025,-0.773761611712064,12.428047225846857,17.404512863708888,21.31476404214861,11.761515117011035,32.29669722551298,12.097053809327575,20.028644354066728,31.777247090833225,12.82140731823611,15.771903105106063,1,0.05
2,16.436229097718673,-28.030596070949134,6.155302361142592,0.7808919717522076,30.818491069316416,20.759392239371778,27.382900234624802,-0.9679543150116802,12.533734576653435,17.374519974620554,21.504206758797295,11.660952588498649,32.085872994777205,12.047916767099077,19.947788094024112,31.833719770362034,13.3024836772507,14.148040094976643,1,0.1
3,16.679225332838207,-28.09517838999568,6.241389568792676,0.7421371670596386,30.706166381649272,20.637069912099317,27.408190105071668,-1.1543837129370222,12.647515463695102,17.33870275869539,21.684224645531557,11.56523659962296,31.888362684157553,11.995529506969609,19.875627872924024,31.883828667080845,13.773841321941788,12.556982398183179,1,0.15000000000000002
4,16.91775149050767,-28.145584818020335,6.328115125044976,0.702960811403353,30.598312976037313,20.512596911637562,27.432483664829498,-1.333426837097772,12.769231053349234,17.29717121332239,21.855156123803376,11.474193123585016,31.70391323464482,11.939975519737112,19.81199299687961,31.927698695198263,14.23548025230933,10.998730014725652,1,0.2
5,17.152000564067286,-28.182255580684867,6.415481274410343,0.6633614225592033,30.494945241785672,20.386058300265844,27.455800879144366,-1.5054607191035236,12.898722511993242,17.25003533589053,22.0173396150648,11.38764813358576,31.532271587229715,11.88133829619957,19.75671277200395,31.965454768923024,14.687400468353369,9.473282944604092,1,0.25
6,17.382165546857195,-28.205630903651183,6.50349026139971,0.623337518302998,30.39607756819952,20.257539140263475,27.478161713262203,-1.6708623905638964,13.035831006004504,17.19740512378878,22.17111354076785,11.30542760282623,31.373184682903027,11.819701327154913,19.709616504410214,31.997221802463812,15.129601970073876,7.980641187818451,1,0.30000000000000004
7,17.608439432217622,-28.21615101258111,6.5921443305238885,0.5828876164105511,30.30172434458396,20.127124493909772,27.499586132429016,-1.8300088830885572,13.180397701760484,17.139390574406146,22.316816322364502,11.227357504507403,31.22639946265552,11.75514810340109,19.670533500211484,32.02312471002925,15.56208475747082,6.5208047443687756,1,0.35000000000000003
8,17.83101521348879,-28.214256133136466,6.681445726293787,0.5420102346577296,30.211899960244136,19.994899423484053,27.520094101890802,-1.983277228287096,13.332263765638517,17.07610168513159,22.454786381306825,11.153263811830291,31.091662867477936,11.687762115736076,19.63929306552093,32.043288405828015,15.984848830544278,5.093773614255056,1,0.4
9,18.05008588401084,-28.200386490979113,6.771396693220331,0.5007038908203515,30.12661880448518,19.860948991265637,27.53970558689353,-2.1310444577691516,13.49127036401602,17.00764845335412,22.585362139046786,11.082972497995875,30.96872183836103,11.617626854957798,19.615724506451592,32.05783780406881,16.397894189294185,3.699547797477277,1,0.45
10,18.26584443712398,-28.174982311770925,6.861999475814361,0.45896710267425017,30.045895266612284,19.725358259533834,27.558440552683212,-2.2736876031443654,13.657258663270401,16.93414087646266,22.7088820170365,11.016309536205169,30.85732331629558,11.54482581186425,19.599657129116657,32.066897818960285,16.801220833720592,2.338127294035429,1,0.5
11,18.478483866168403,-28.13848382117369,6.9532563185867735,0.41679838799526353,29.969743735930543,19.58821229056799,27.576318964505806,-2.4115836960223427,13.830069829779093,16.85568895184625,22.825684436727926,10.953100899659216,30.75721424227233,11.469442477253352,19.590920239629256,32.07059336471115,17.194828763823455,1.0095121039295456,1,0.55
12,18.688197164484308,-28.091331244849286,7.04516946604846,0.3741962645592099,29.898178601745105,19.44959614664738,27.593360787607313,-2.545109768012717,14.00954502991942,16.77240267689383,22.93610781957308,10.893172561558957,30.668141557282027,11.391560341923075,19.589343144102457,32.06904935553004,17.5787179796028,-0.2862977728404019,1,0.6000000000000001
13,18.895177325411865,-28.033964808459537,7.137741162710266,0.3311592501419176,29.831214253361072,19.309594890051336,27.609585987233707,-2.674642850725117,14.19552543006883,16.684392048994418,23.040490587023974,10.836350495105386,30.589852202315456,11.31126289667136,19.594755148649416,32.06239070562564,17.95288848105858,-1.5493023362743894,1,0.65
14,19.09961734229126,-27.966824737666304,7.230973653083126,0.28768586251922446,29.768865080083646,19.168293583059192,27.625014528631006,-2.8005599757691897,14.387852196604726,16.591767065536935,23.139171160532662,10.782460673499537,30.52209311836337,11.228633632296173,19.606985559383233,32.05074232920659,18.317340268190875,-2.7795015863724357,1,0.7000000000000001
15,19.301710208462723,-27.890351258131407,7.3248691816779035,0.2437746194669731,29.711145471217936,19.025777287950262,27.63966637704517,-2.9232381747545206,14.586366495904487,16.49463772391043,23.232487961551133,10.731329069942412,30.464611246416496,11.143756039595438,19.625863682417048,32.03422914048164,18.672073340999603,-3.9768955231345227,1,0.75
16,19.5016489172664,-27.80498459551673,7.419429993005486,0.19942403876098214,29.65806981606911,18.882131067003854,27.6535614977222,-3.0430544792907814,14.790909494345517,16.39311402150384,23.320779411531433,10.682781657634989,30.417153527465622,11.056713609367169,19.65121882386397,32.01297605365938,19.017087699484847,-5.141484146560678,1,0.8
17,19.699626462042517,-27.71116497548411,7.514658331576713,0.1546326381770845,29.609652503942247,18.737439982499282,27.666719855908077,-3.160385920987562,15.001322358305233,16.287305955706163,23.40438393192558,10.636644409778297,30.3794669025015,10.967589832409265,19.68288028983713,31.987107982948565,19.352383343646544,-6.273267456650874,1,0.8500000000000001
18,19.895835836131255,-27.609332623695316,7.610556441902559,0.10939893549114231,29.565907924142525,18.59178909671587,27.679161416848775,-3.2756095314545104,15.21744625416104,16.177323523906388,23.483639944185565,10.592743299573286,30.3512983125149,10.87646819951972,19.720677386449644,31.956749842557798,19.677960273484693,-7.372245453405114,1,0.9
19,20.0904700328728,-27.499927765812295,7.7071265684938375,0.06372144847891605,29.526850465975112,18.44526347193296,27.690906145790294,-3.3891023423012743,15.439122348290299,16.063276723493466,23.558885869763436,10.550904300221015,30.332394698496525,10.783432201496465,19.764439419814632,31.92202654669579,19.99381848899936,-8.43841813682343,1,0.9500000000000001
20,20.283722045607334,-27.38339062749682,7.804370955861439,0.017598694916301554,29.492494518745104,18.297948170429823,27.701974007978613,-3.5012413851374387,15.666191807070435,15.945275551856405,23.63046013011123,10.510953384922438,30.3225030014372,10.688565329137441,19.813995696045176,31.883063009571202,20.29995799019049,-9.47178550690579,1,1.0
21,20.475784867675074,-27.260161434410758,7.9022918485162705,-0.02897080742089713,29.462854471757662,18.149928254485808,27.712384968659737,-3.6124036915726516,15.89849579687885,15.82343000638418,23.69870114668092,10.472716526878592,30.32137016232767,10.591951073240619,19.869175521254498,31.839984145392688,20.596378777058057,-10.472347563652185,1,1.05
22,20.666851492416185,-27.130680412215952,8.000891490969193,-0.07598854075682765,29.437944714317904,18.001288786380226,27.722158993079635,-3.7229662932165457,16.13587548409292,15.697850084465765,23.763947340924553,10.436019699290442,30.32874312215868,10.49367292460398,19.929808201555623,31.792914868368968,20.883080849602123,-11.440104307062668,1,1.1
23,20.857114913170868,-26.995387786574263,8.100172127731096,-0.12345598731568601,29.417779635731016,17.852114828392388,27.73131604648431,-3.833306221678741,16.37817203509008,15.568645783490147,23.826537134294135,10.400688875359,30.344368821920966,10.393814374025425,19.99572304306168,31.741980092708673,21.160064207822657,-12.375055737137162,1,1.1500000000000001
24,21.04676812327932,-26.854723783147502,8.200136003312894,-0.17137462932162947,29.402373625302047,17.702491442801627,27.739876094119733,-3.9438005085688745,16.625226616247712,15.435927100846289,23.886808948241715,10.366550028285282,30.36799420260531,10.292458912302935,20.06674935188584,31.687304732620486,21.427328851719658,-13.277201853875727,1,1.2000000000000002
25,21.236004116081716,-26.70912862759754,8.300785362225415,-0.21974594899881056,29.391741072336238,17.552503691887242,27.747859101231906,-4.054826185496546,16.876880393943225,15.29980403392319,23.945101204219277,10.33342913127028,30.399366205202483,10.18969003023447,20.14271643414119,31.62901370231309,21.684874781293125,-14.146542657278355,1,1.25
26,21.425015884918274,-26.55904254558619,8.402122448979583,-0.26857142857143484,29.38589636613868,17.402236637928564,27.755285033066787,-4.166760284071422,17.132974534554016,15.160386580109854,24.00175232367888,10.301152157514986,30.438231770703208,10.085591218617985,20.223453595940867,31.567231915995173,21.932701996543095,-14.983078147345013,1,1.3
27,21.61399642312915,-26.404905762775336,8.504149508086286,-0.3178525502636259,29.384853896014505,17.2517753432049,27.762173854870387,-4.2799798359031,17.39335020445747,15.017784736795214,24.057100728072548,10.269545080220404,30.48433784009828,9.980245968251424,20.308790143397992,31.502084287875377,22.170810497469496,-15.786808324075748,1,1.35
28,21.803138724054584,-26.247158504826796,8.606868784056378,-0.3675907962995797,29.38862805126887,17.101204869995566,27.768545531888687,-4.394861872601219,17.657848570030993,14.872108501368267,24.11148483885223,10.23843387258753,30.537431354378416,9.873737769932738,20.39855538262566,31.433695732162363,22.3992002840724,-16.557733187470514,1,1.4000000000000001
29,21.99263578103467,-26.086240997402403,8.71028252140075,-0.4177876489034631,29.397233221206932,16.9506102805799,27.774420029367697,-4.511783425775416,17.92631079765198,14.723467871218007,24.165243077470024,10.20764450781737,30.597259254534418,9.76615011445988,20.49257861973701,31.362191163064836,22.61787135635177,-17.295852737529337,1,1.4500000000000002
30,22.182680587409727,-25.922593466164027,8.814392964630285,-0.4684445902994383,29.410683795133803,16.800076637237204,27.779817312553345,-4.6311215270352974,18.19857805369785,14.571972843733397,24.218713865377893,10.177002959110931,30.663568481557025,9.657566492630814,20.590689160845173,31.28769549479146,22.826823714307622,-18.001166974252204,1,1.5
31,22.37346613651985,-25.756656136773476,8.919202358255927,-0.5195631027116772,29.428994162354623,16.64968900224681,27.784757346691666,-4.753253207990493,18.474491504546002,14.417733416303443,24.272235624027925,10.146335199669188,30.736105976437006,9.548070395243501,20.692716312063276,31.21033364155092,23.026057357939916,-18.673675897639143,1,1.55
32,22.565185421705287,-25.588869234892655,9.024712946788428,-0.5711446683643467,29.452178712174543,16.49953243788801,27.789260097028638,-4.878555500250655,18.753892316573808,14.260859586317103,24.326146774872093,10.115467202693186,30.814618680165058,9.437745313095878,20.79848937950438,31.13023051755188,23.21557228724872,-19.313379507690122,1,1.6
33,22.758031436306176,-25.419672986183347,9.130926974738827,-0.6231907694816042,29.480251833898688,16.34969200644015,27.79334552881024,-5.007405435425382,19.036621656158687,14.101461351163353,24.380785739362395,10.08422494138386,30.89885353373202,9.3266747369859,20.90783766928167,31.04751103700299,23.39536850223396,-19.920277804405163,1,1.6500000000000001
34,22.952197173662782,-25.249507616307408,9.237846686617882,-0.6757028882876358,29.513227916832214,16.200252770182505,27.797033607282476,-5.140180045124328,19.32252068967806,13.939648708231186,24.436490938950918,10.05243438894227,30.98855747812862,9.214942157711544,21.020590487508244,30.962300114112963,23.565446002895698,-20.49437078778425,1,1.7000000000000002
35,23.147875627115233,-25.078813350926687,9.345474326936554,-0.7286825070066135,29.55112135028026,16.051299791394456,27.800344297691307,-5.277256360957084,19.611430583509303,13.775531654909605,24.49360079508963,10.019921518569399,31.083477454345612,9.102631066070744,21.136577140297234,30.874722663090445,23.725804789233905,-21.035658457827388,1,1.75
36,23.34525979000371,-24.908030415703074,9.453812140205663,-0.7821311078626946,29.593946523547945,15.90291813235527,27.80329756528275,-5.4190114145333,19.90319250402979,13.60922018858755,24.552453729230585,9.986512303466226,31.183360403373747,8.989824952861456,21.25562693376173,30.784903598144112,23.87644486124858,-21.544140814534586,1,1.8
37,23.54454265566848,-24.73759903629833,9.562862370936166,-0.8360501730800314,29.641717825940468,15.75519285534428,27.805913375302776,-5.565822237462625,20.197647617616973,13.440824306654022,24.613388162825768,9.952032716833763,31.287953266203797,8.87660730888163,21.377569174014894,30.692967833482648,24.01736621893972,-22.019817857905835,1,1.85
38,23.74591721744965,-24.56795943837437,9.672627263638887,-0.890441184882825,29.694449646762852,15.6082090226408,27.808211692997364,-5.718065861354664,20.49463709064821,13.270454006498003,24.676742517327213,9.91630873187303,31.397002983826496,8.763061624929213,21.502233167169827,30.599040283314714,24.14856886230735,-22.46268958794113,1,1.9000000000000001
39,23.949576468687468,-24.399551847592978,9.78310906282475,-0.9453056254952179,29.75215637532035,15.462051696524172,27.810212483612492,-5.876119317819035,20.794002089500935,13.098219285508465,24.74285521418696,9.87916632178499,31.51025649723265,8.649271391802198,21.629448219339658,30.50324586184897,24.270052791351425,-22.872756004640486,1,1.9500000000000002
40,24.155713402722085,-24.232816489616035,9.894310013004578,-1.0006449771414063,29.814852400918056,15.316805939273685,27.811935712394163,-6.040359638465386,21.095583780552513,12.924230141074387,24.812064674857005,9.840431459770679,31.627460747412965,8.535320100298492,21.759043636637475,30.405709483294146,24.381818006072017,-23.250017108003885,1,2.0
41,24.364521012893714,-24.06819359010537,10.006232358689335,-1.0564607220455087,29.882552112861113,15.17255681316866,27.81340134458839,-6.211163854903311,21.39922333018039,12.748596570584773,24.884709320789387,9.799930119031076,31.748362675358248,8.421291241216093,21.89084872517644,30.306556061858867,24.483864506469047,-23.594472898031317,1,2.0500000000000003
42,24.576192292542558,-23.906123374722835,10.118878344389866,-1.1127543424317647,29.955269900454677,15.029389380488396,27.81462934544111,-6.388908998742488,21.70476190476191,12.571428571428585,24.96112757343611,9.757488272767194,31.87270922205919,8.307268305352906,22.024692791069626,30.205910511751803,24.576192292542558,-23.906123374722835,1,2.1
43,24.790920235008763,-23.74704606913029,10.232240433161902,-1.1695208610727643,30.033020153003847,14.887388703512267,27.81563968019837,-6.573972101592501,22.0120406706745,12.392836140994781,25.04152429086944,9.713000576609279,32.000248032758144,8.193334350024287,22.160405140430246,30.103897747181627,24.76643417827362,-23.367308476731598,1,2.15
44,25.008897833632567,-23.591401898989528,10.346271962240522,-1.2267294629351264,30.115817259813795,14.746639844519553,27.816452314106062,-6.766730195063008,22.320900794295568,12.212929276672385,25.12557007764265,9.666636415904705,32.13072956970353,8.079570698614939,22.297815079371297,30.00064268235705,24.95099720174405,-22.844577605546053,1,2.2
45,25.23031808175418,-23.43963108996242,10.460916487405685,-1.2843428735338744,30.203675610189656,14.607227865789561,27.81708721241029,-6.967560310763608,22.631183442002516,12.031817975850359,25.21280197492922,9.618633858430092,32.26390499939535,7.966058241026954,22.436751914005995,29.896270231486692,25.129881362953867,-22.337930761166234,1,2.25
46,25.45537397271371,-23.292173867710805,10.576117564437373,-1.3423238183840749,30.29660959343656,14.469237829601637,27.817564340356935,-7.176839480303955,22.94272978017273,11.849612235917682,25.30275702390267,9.56923097196208,32.39952548833357,7.852877867162436,22.577044950447398,29.790905308779283,25.30308666190303,-21.84736794359213,1,2.3000000000000003
47,25.6842584998514,-23.149470457896594,10.691818749115535,-1.4006350230008378,30.394633598859674,14.332754798235088,27.817903663192045,-7.394944735293638,23.2553809751836,11.666422054263334,25.39497226573647,9.518665824277278,32.53734220301819,7.740110466923441,22.718523494808714,29.684672828443468,25.470613098591606,-21.3728891528237,1,2.35
48,25.91716465650745,-23.0119610861815,10.807963597220098,-1.4592392128991665,30.497762015764142,14.197863833969228,27.818125146161606,-7.622253107342337,23.568978193412555,11.482357428276302,25.488984741604153,9.46717648315231,32.67710630994918,7.627836930212097,22.861016853202965,29.57769770468789,25.632460673019494,-20.914494388861023,1,2.4000000000000004
