Frame,Away_424_x,Away_424_y,Away_3410_x,Away_3410_y,Away_3411_x,Away_3411_y,Away_3412_x,Away_3412_y,Away_3413_x,Away_3413_y,Away_6670_x,Away_6670_y,Away_6671_x,Away_6671_y,Away_6672_x,Away_6672_y,Away_6673_x,Away_6673_y,Away_7420_x,Away_7420_y,Away_14592_x,Away_14592_y,ball_x,ball_y,Period,Time [s]
0,21.563294627776127,4.443824747839355,19.829931972789126,22.85714285714285,15.647619047619045,14.000000000000012,8.436734693877547,9.857142857142858,6.561904761904762,-8.857142857142854,29.780952380952375,-14.142857142857142,32.23265306122448,-0.8571428571428541,31.655782312925172,8.285714285714285,29.925170068027203,16.0,49.19889309988337,0.5823566585276296,27.617687074829934,25.14285714285714,12.330612244897956,17.42857142857143,1,0.0
1,21.415935759526818,4.0979165575131695,19.737288048312195,22.69507790688857,15.489809813101665,13.80419066570918,8.575039190166923,9.832525716920353,6.644013592609691,-8.891686323241581,29.691556088195806,-14.148082642124493,32.08608150799732,-0.9210302194722808,31.529999780547218,8.247185698665172,29.78770786662624,15.913626162414236,49.26897555760038,0.5811707702526874,27.556444305028926,25.14406535493108,12.82140731823611,15.771903105106063,1,0.05
2,21.280813212559018,3.766411798343944,19.657824450913616,22.533025479273977,15.350377562809536,13.61436800884467,8.713110574942252,9.807950068760553,6.737295771672134,-8.928923480348244,29.60488754175782,-14.171339961970816,31.94923192542842,-0.985118933020889,31.414785648608888,8.205517619742485,29.66223860840288,15.825440029144445,49.33016950848501,0.5801352873199431,27.504082210818993,25.138553933703268,13.3024836772507,14.148040094976643,1,0.1
3,21.15769498927333,3.448929675481446,19.59120835734163,22.371011251878254,15.228825139424387,13.430368161697437,8.850956928386982,9.783414474452677,6.841364005034937,-8.96876095891178,29.520889584523186,-14.21186133136953,31.82191263590465,-1.0494941044900312,31.309923390804357,8.16078175186524,29.548499332902942,15.735483438598727,49.38288519131412,0.5792432679443422,27.460402400144766,25.126467393797732,13.773841321941788,12.556982398183179,1,0.15000000000000002
4,21.046349092070308,3.1450893940754394,19.537106944344522,22.20906090228056,15.124655385627925,13.252027256558511,8.988586330684466,9.758917495786084,6.955830998640873,-9.011105389381228,29.43950505937663,-14.268878979294044,31.703931961812902,-1.1142408405810502,31.215196480827842,8.113049797952376,29.446227079672216,15.643798229185158,49.42753284486456,0.5784877703409026,27.425206480950973,25.107950249838495,14.23548025230933,10.998730014725652,1,0.2
5,20.946543523350492,2.8545101592757494,19.495187388670537,22.04720010806007,15.037371144101982,13.07918142571886,9.126006862018183,9.734457694550022,7.080309458432747,-9.055863402205595,29.360676809202875,-14.34162513471782,31.59509822553999,-1.1794442479953082,31.130388392373504,8.062393460922912,29.3551588882565,15.55042623931177,49.46452270791327,0.5778618527245601,27.398296061182375,25.08314701644958,14.687400468353369,9.473282944604092,1,0.25
6,20.858046285514504,2.5768111762321118,19.46511686706789,21.885454546795987,14.966475257528252,12.911666801469488,9.263226602571493,9.710033632533785,7.214412090353381,-9.10294162783389,29.28434767688664,-14.429332026614231,31.495219749472806,-1.2451894334341624,31.055282599135563,8.00888444369579,29.27503179820162,15.45540930738673,49.494265019237076,0.5773585733102987,27.379472748783662,25.05220220825502,15.129601970073876,7.980641187818451,1,0.30000000000000004
7,20.78062538096284,2.3116116500943305,19.446562556284867,21.72384989606747,14.911470568588465,12.749319516101409,9.40025363252784,9.685643871526665,7.3577516003455505,-9.152246696715116,29.210460505312668,-14.531231883956686,31.404104855998213,-1.3115615035989754,30.989662574808193,7.952594449189992,29.2055828490533,15.358789271818013,49.517170017612884,0.5769709903131415,27.36853815169956,25.015260339878836,15.56208475747082,6.5208047443687756,1,0.35000000000000003
8,20.714048812096138,2.058530786012191,19.43919163306971,21.56241183345368,14.871859919964463,12.591975701905588,9.537096032070622,9.661286973317953,7.509940694352104,-9.203685239298242,29.1389581373657,-14.64655693571863,31.321561867503096,-1.3786455651910703,30.9333117930856,7.893595180324513,29.146549080357385,15.260607971013751,49.5336479418176,0.5766921619480043,27.36529387787476,24.972465925945052,15.984848830544278,5.093773614255056,1,0.4
9,20.65808458131492,1.8171877891354535,19.442671274170692,21.40116603653383,14.847146154337928,12.439471491173022,9.673761881383243,9.636961499696945,7.670592078315816,-9.257163886032302,29.06978341593043,-14.774539410873457,31.2473991063743,-1.4465267249118334,30.886013727661915,7.831958340018324,29.097667531659656,15.160907243382034,49.544109030628,0.5765151464298817,27.369541535253994,24.92396348107768,16.397894189294185,3.699547797477277,1,0.45
