Frame,Away_2512_x,Away_2512_y,Away_2513_x,Away_2513_y,Away_2514_x,Away_2514_y,Away_7812_x,Away_7812_y,Away_9775_x,Away_9775_y,Away_9776_x,Away_9776_y,Away_9777_x,Away_9777_y,Away_15616_x,Away_15616_y,Away_15617_x,Away_15617_y,Away_15618_x,Away_15618_y,Away_21468_x,Away_21468_y,ball_x,ball_y,Period,Time [s]
0,26.896598639455785,7.714285714285712,23.654347885841155,-3.440578350932561,24.156462585034006,-13.714285714285715,6.3105766264056555,-10.351404769072808,12.18639455782313,-3.571428571428571,12.042176870748296,4.285714285714285,12.330612244897956,17.857142857142858,8.004081632653065,-3.1428571428571366,-4.831292517006804,-2.9999999999999964,0.7931972789115651,-24.28571428571428,48.15817630383844,-2.79547154399636,6.3105766264056555,-10.351404769072808,1,0.0
1,26.96931329657357,7.660353462024143,23.747248273964452,-3.428207248984555,24.240662492381976,-13.713564141705048,6.45645714740321,-10.340781476961999,12.069703002888097,-3.605385363112082,11.886122360903371,4.1504330092646535,12.218155038661564,17.77805178333813,8.004081632653065,-3.1428571428571366,-4.831292517006804,-2.9999999999999964,0.7931972789115651,-24.28571428571428,48.15817630383844,-2.79547154399636,6.45645714740321,-10.340781476961999,1,0.05
2,27.005257814878927,7.620240951767022,23.812672473454597,-3.427831890306434,24.29928380029982,-13.713002918586763,6.590503189435423,-10.340139140699703,11.951963343069735,-3.6380277391846225,11.73140481193775,4.025119065795997,12.100323780157797,17.69858176234665,8.004081632653065,-3.1428571428571366,-4.831292517006804,-2.9999999999999964,0.7931972789115651,-24.28571428571428,48.15817630383844,-2.79547154399636,6.590503189435423,-10.340139140699703,1,0.1
3,27.007090865543773,7.5928290600544655,23.852734037283334,-3.43864165818112,24.334294093359148,-13.712589710356822,6.713511896341825,-10.348822127216614,11.834109493658602,-3.6696119359326067,11.578367330997008,3.909255342414424,11.97812743263443,17.618972831876548,8.004081632653065,-3.1428571428571366,-4.831292517006804,-2.9999999999999964,0.7931972789115651,-24.28571428571428,48.15817630383844,-2.79547154399636,6.713511896341825,-10.348822127216614,1,0.15000000000000002
4,26.977471119739985,7.576998663426647,23.869546518422474,-3.4598259358914576,24.347660956131442,-13.712312182441195,6.8262804119619,-10.366174803443409,11.71707536994521,-3.7003941896424712,11.427353025226685,3.8023247262259803,11.852574959339218,17.53946502963588,8.004081632653065,-3.1428571428571366,-4.831292517006804,-2.9999999999999964,0.7931972789115651,-24.28571428571428,48.15817630383844,-2.79547154399636,6.8262804119619,-10.366174803443409,1,0.2
5,26.919057248639504,7.57163063842369,23.865223469843812,-3.4905741067203797,24.341351973188296,-13.712158000265827,6.929605880135163,-10.391541536310804,11.601794887220127,-3.7306307366005846,11.27870500177238,3.703810104336761,11.724675323520014,17.460298393332753,8.004081632653065,-3.1428571428571366,-4.831292517006804,-2.9999999999999964,0.7931972789115651,-24.28571428571428,48.15817630383844,-2.79547154399636,6.929605880135163,-10.391541536310804,1,0.25
6,26.834507923414204,7.575605861585729,23.841878444519097,-3.5300755539507596,24.31733472910123,-13.712114829256741,7.024285444701106,-10.424266692749484,11.489201960773894,-3.7605778130934473,11.132766367779656,3.6131943638528075,11.595437488424484,17.381712960675245,8.004081632653065,-3.1428571428571366,-4.831292517006804,-2.9999999999999964,0.7931972789115651,-24.28571428571428,48.15817630383844,-2.79547154399636,7.024285444701106,-10.424266692749484,1,0.30000000000000004
7,26.72648181523602,7.5878052094529105,23.801624995420113,-3.577519660865515,24.277576808441815,-13.71217033483987,7.111116249499243,-10.463694639690138,11.380230505896977,-3.7904916554074237,10.989880230393982,3.5299603918801905,11.465870417300483,17.303948769371402,8.004081632653065,-3.1428571428571366,-4.831292517006804,-2.9999999999999964,0.7931972789115651,-24.28571428571428,48.15817630383844,-2.79547154399636,7.111116249499243,-10.463694639690138,1,0.35000000000000003
8,26.597637595276787,7.607109558565366,23.74657667551865,-3.6320958107474954,24.224045795781585,-13.712312182441195,7.190895438369069,-10.50916974406346,11.275814437879987,-3.8206284998289366,10.850389696761026,3.453591075525019,11.336983073395785,17.22724585712938,8.004081632653065,-3.1428571428571366,-4.831292517006804,-2.9999999999999964,0.7931972789115651,-24.28571428571428,48.15817630383844,-2.79547154399636,7.190895438369069,-10.50916974406346,1,0.4
9,26.450633934708492,7.632399785463246,23.678847037786507,-3.692993386879662,24.15870927569209,-13.712528037486676,7.264420155150137,-10.560036372800155,11.176887672013427,-3.8512445826444326,10.714637874026307,3.3835693018933344,11.209784419958115,17.15184426165723,8.004081632653065,-3.1428571428571366,-4.831292517006804,-2.9999999999999964,0.7931972789115651,-24.28571428571428,48.15817630383844,-2.79547154399636,7.264420155150137,-10.560036372800155,1,0.45
10,26.288129504703,7.662556766686673,23.60054963519545,-3.7594017725448556,24.083534832744867,-13.712805565402327,7.332487543681847,-10.615638892830875,11.084384123587824,-3.882596140140324,10.582967869335407,3.319377958091207,11.085283420235285,17.077984020663024,8.004081632653065,-3.1428571428571366,-4.831292517006804,-2.9999999999999964,0.7931972789115651,-24.28571428571428,48.15817630383844,-2.79547154399636,7.332487543681847,-10.615638892830875,1,0.5
11,26.112782976432193,7.696461378775762,23.513798020717253,-3.8305103510260214,24.000490051511424,-13.713132431614092,7.395894747803795,-10.67532167108639,10.999237707893752,-3.9149394086030584,10.455722789833821,3.2604999312247025,10.964489037475028,17.005905171854845,8.004081632653065,-3.1428571428571366,-4.831292517006804,-2.9999999999999964,0.7931972789115651,-24.28571428571428,48.15817630383844,-2.79547154399636,7.395894747803795,-10.67532167108639,1,0.55
