Frame,Home_12_x,Home_12_y,Home_1677_x,Home_1677_y,Home_2247_x,Home_2247_y,Home_7813_x,Home_7813_y,Home_12327_x,Home_12327_y,Home_12328_x,Home_12328_y,Home_15619_x,Home_15619_y,Home_15620_x,Home_15620_y,Home_15621_x,Home_15621_y,Home_15622_x,Home_15622_y,ball_x,ball_y,Period,Time [s]
0,22.07906785895895,3.5690350383459384,6.041448627913725,-9.554882217527204,18.555669958212377,-14.288209779346687,5.373300574101716,-11.359409214793665,12.619047619047628,9.000000000000004,4.25442176870748,21.714285714285722,-4.831292517006804,-16.571428571428577,-0.0721088435374061,-1.714285714285718,3.2448979591836813,0.4285714285714295,-9.878911564625849,0.5714285714285743,6.3105766264056555,-10.351404769072808,1,0.0
1,22.082802386083173,3.509070246892822,6.091604683340666,-9.570725039591784,18.589447943716497,-14.250968051438308,5.581143052250352,-11.42936318449056,12.299703798336441,8.824360398041604,3.9680726544608387,21.46825192358104,-4.831292517006804,-16.571428571428577,-0.0721088435374061,-1.714285714285718,3.2448979591836813,0.4285714285714295,-9.878911564625849,0.5714285714285743,6.45645714740321,-10.340781476961999,1,0.05
2,22.07454626318544,3.452676019192714,6.151466360230465,-9.594691379514515,18.60886520777938,-14.221679515822478,5.7857404958902565,-11.498213163614183,11.995173579486371,8.65458005888935,3.6917494992774422,21.23069487910665,-4.831292517006804,-16.571428571428577,-0.0721088435374061,-1.714285714285718,3.2448979591836813,0.4285714285714295,-9.878911564625849,0.5714285714285743,6.590503189435423,-10.340139140699703,1,0.1
3,22.055595577970728,3.399518075950758,6.2211668092221,-9.626367463599887,18.615420372598685,-14.20018071325462,5.986901793628416,-11.565895858440605,11.705244505305181,8.490568356021287,3.425290147784747,21.001474739263628,-4.831292517006804,-16.571428571428577,-0.0721088435374061,-1.714285714285718,3.2448979591836813,0.4285714285714295,-9.878911564625849,0.5714285714285743,6.713511896341825,-10.348822127216614,1,0.15000000000000002
4,22.02724641814404,3.3492621378721075,6.30083918095465,-9.665339518152402,18.610612060372063,-14.186308184490045,6.184435834071756,-11.632347975245837,11.429704118600712,8.332234662915477,3.168532444610256,20.78045166245299,-4.831292517006804,-16.571428571428577,-0.0721088435374061,-1.714285714285718,3.2448979591836813,0.4285714285714295,-9.878911564625849,0.5714285714285743,6.8262804119619,-10.366174803443409,1,0.2
5,21.9907948714103,3.3015739256618706,6.390616626067191,-9.711193769476552,18.595938893297156,-14.179898470284101,6.378151505827216,-11.697506220305964,11.168339962180664,8.179488353049965,2.9213142343813883,20.56748580707577,-4.831292517006804,-16.571428571428577,-0.0721088435374061,-1.714285714285718,3.2448979591836813,0.4285714285714295,-9.878911564625849,0.5714285714285743,6.929605880135163,-10.391541536310804,1,0.25
6,21.947537025474535,3.256119160025172,6.4906322951986795,-9.76351644387685,18.57289949357161,-14.180788111392182,6.567857697501719,-11.761307299897014,10.920939578852938,8.032238799902835,2.683473361725615,20.36243733153304,-4.831292517006804,-16.571428571428577,-0.0721088435374061,-1.714285714285718,3.2448979591836813,0.4285714285714295,-9.878911564625849,0.5714285714285743,7.024285444701106,-10.424266692749484,1,0.30000000000000004
7,21.898768968041743,3.212563561667165,6.601019338988274,-9.821893767657755,18.54299248339312,-14.188813648569642,6.753363297702232,-11.82368792029507,10.687290511425214,7.8903953769521165,2.4548476712703096,20.16516639422582,-4.831292517006804,-16.571428571428577,-0.0721088435374061,-1.714285714285718,3.2448979591836813,0.4285714285714295,-9.878911564625849,0.5714285714285743,7.111116249499243,-10.463694639690138,1,0.35000000000000003
8,21.845786786816852,3.1705728512929734,6.721910908074974,-9.885911967123782,18.507716484959296,-14.203811622571797,6.934477195035669,-11.884584787776134,10.467180302705366,7.75386745767589,2.235275007643005,19.97553315355518,-4.831292517006804,-16.571428571428577,-0.0721088435374061,-1.714285714285718,3.2448979591836813,0.4285714285714295,-9.878911564625849,0.5714285714285743,7.190895438369069,-10.50916974406346,1,0.4
9,21.78988656950487,3.1298127496077304,6.853440153097811,-9.955157268579454,18.468570120467774,-14.22561857415402,7.11100827810903,-11.943934608616267,10.260396495501162,7.622564415552208,2.0245932154711124,19.793397767922137,-4.831292517006804,-16.571428571428577,-0.0721088435374061,-1.714285714285718,3.2448979591836813,0.4285714285714295,-9.878911564625849,0.5714285714285743,7.264420155150137,-10.560036372800155,1,0.45
10,21.732364403810813,3.089948977316556,6.995740224695833,-10.029215898329198,18.427052012116217,-14.254071044071713,7.282765435529213,-12.001674089091559,10.066726632620348,7.496395624059101,1.8226401393820666,19.618620395727746,-4.831292517006804,-16.571428571428577,-0.0721088435374061,-1.714285714285718,3.2448979591836813,0.4285714285714295,-9.878911564625849,0.5714285714285743,7.332487543681847,-10.615638892830875,1,0.5
11,21.674516377439577,3.050647255124573,7.1489442735081035,-10.1076740826776,18.384660782102266,-14.289005573080184,7.449557555903103,-12.057739935478047,9.885958256870783,7.375270456674663,1.629253624003316,19.451061195373057,-4.831292517006804,-16.571428571428577,-0.0721088435374061,-1.714285714285718,3.2448979591836813,0.4285714285714295,-9.878911564625849,0.5714285714285743,7.395894747803795,-10.67532167108639,1,0.55
12,21.61763857809622,3.0115733037369457,7.313185450173674,-10.190118047929102,18.342895052623604,-14.330258701934792,7.611193527837739,-12.112068854051794,9.717878911060204,7.259098286876913,1.4442715139623026,19.290580325259107,-4.831292517006804,-16.571428571428577,-0.0721088435374061,-1.714285714285718,3.2448979591836813,0.4285714285714295,-9.878911564625849,0.5714285714285743,7.455438911355433,-10.738429074497306,1,0.6000000000000001
