,Team,Type,Subtype,Period,Start Frame,End Frame,Start Time [s],End Time [s],From,To,Start X,Start Y,End X,End Y
0,Home,PASS,,1.0,8,54.0,0.4,2.7,20.0,10.0,24.371655854524285,5.037081505000044,6.52820459011507,-13.883677203878737
1,Home,PASS,,1.0,112,146.0,5.6000000000000005,7.300000000000001,10.0,27.0,-13.319449849096776,-18.519631616642904,-36.282881627313735,-6.512191870380629
2,Home,SET PIECE,,,0,0.0,,,,,,,,
